Gene Symbol,Gene ID,Ensembl Gene ID
SSR3,6747,ENSG00000114850
HIGD1A,25994,ENSG00000181061
FXN,2395,ENSG00000165060
MAPRE3,22924,ENSG00000084764
TF,7018,ENSG00000091513
MXD1,4084,ENSG00000059728
SIDT2,51092,ENSG00000149577
PSPH,5723,ENSG00000146733
NCKIPSD,51517,ENSG00000213672
AP4M1,9179,ENSG00000221838
DRAP1,10589,ENSG00000175550
TMUB1,83590,ENSG00000164897
CACNA2D2,9254,ENSG00000007402
AAMP,14,ENSG00000127837
PCYT1A,5130,ENSG00000161217
CDC42EP3,10602,ENSG00000163171
APOD,347,ENSG00000189058
TRAT1,50852,ENSG00000163519
BAG3,9531,ENSG00000151929
CYCS,54205,ENSG00000172115
GIGYF2,26058,ENSG00000204120
APEH,327,ENSG00000164062
GNB2,2783,ENSG00000172354
MRPS34,65993,ENSG00000074071
VPS8,23355,ENSG00000156931
STARD3NL,83930,ENSG00000010270
KIAA0195,9772,ENSG00000177728
OXNAD1,92106,ENSG00000154814
POLR2H,5437,ENSG00000163882
FAM195B,,-
RPL24,6152,ENSG00000114391
SEC22A,26984,ENSG00000121542
CCNL1,57018,ENSG00000163660
SNX10,29887,ENSG00000086300
MDH1,4190,ENSG00000014641
CHCHD3,54927,ENSG00000106554
MEST,4232,ENSG00000106484
BET1,10282,ENSG00000105829
ACTB,60,ENSG00000075624
LEPROTL1,23484,ENSG00000104660
SLC35A3,23443,ENSG00000117620
UGP2,7360,ENSG00000169764
SEC61A1,29927,ENSG00000058262
IGFBP1,3484,ENSG00000146678
LPP,4026,ENSG00000145012
NME9,347736,ENSG00000181322
TMEM243,79161,ENSG00000135185
POP7,10248,ENSG00000172336
RPL22L1,200916,ENSG00000163584
NRCAM,4897,ENSG00000091129
XRCC5,7520,ENSG00000079246
DHRS2,10202,ENSG00000100867
ACTB,60,ENSG00000075624
TMEM39A,55254,ENSG00000176142
PFKFB4,5210,ENSG00000114268
PRKCD,5580,ENSG00000163932
RAPH1,65059,ENSG00000173166
ITGB2,3689,ENSG00000160255
PPP1R9B,84687,ENSG00000108819
TMEM128,85013,ENSG00000132406
JRK,8629,ENSG00000234616
CLDN5,7122,ENSG00000184113
PPP3R1,5534,ENSG00000221823
RPL32,6161,ENSG00000144713
LILRA6,79168,ENSG00000275539//ENSG00000274148//ENSG00000275584//ENSG00000244482//ENSG00000277177
ANKRD54,129138,ENSG00000100124
TSPAN32,10077,ENSG00000064201
TXNRD2,10587,ENSG00000184470
GPBP1,65056,ENSG00000062194
C1QB,713,ENSG00000173369
N4BP2L2,10443,ENSG00000244754
RPS3A,6189,ENSG00000145425
CLDND1,56650,ENSG00000080822
PLAC8,51316,ENSG00000145287
GFPT2,9945,ENSG00000131459
FBXO4,26272,ENSG00000151876
DOK3,79930,ENSG00000146094
C5orf28,64417,ENSG00000151881
DTHD1,401124,ENSG00000197057
SLC35B1,10237,ENSG00000121073
AMACR,23600,ENSG00000242110
NHSL2,340527,ENSG00000204131
EPN3,55040,ENSG00000049283
RAI14,26064,ENSG00000039560
LECT2,3950,ENSG00000145826
GNGT2,2793,ENSG00000167083
PET112,,-
SIL1,64374,ENSG00000120725
FAM175A,84142,ENSG00000163322
2016-09-11 00:00:00,,-
SEC31A,22872,ENSG00000138674
SEPP1,6414,ENSG00000250722
GNB2L1,10399,ENSG00000204628
GC,2638,ENSG00000145321
STX18,53407,ENSG00000168818
DCK,1633,ENSG00000156136
ASTE1,28990,ENSG00000034533
2016-03-01 00:00:00,,-
IL7R,3575,ENSG00000168685
ANKHD1,54882,ENSG00000131503
CENPK,64105,ENSG00000123219
SERINC5,256987,ENSG00000164300
SNX14,57231,ENSG00000135317
C7orf73,,-
MMS22L,253714,ENSG00000146263
GMNN,51053,ENSG00000112312
CLASP2,23122,ENSG00000163539
TK2,7084,ENSG00000166548
NSMCE2,286053,ENSG00000156831
CCNC,892,ENSG00000112237
NPM2,10361,ENSG00000158806
TATDN1,83940,ENSG00000147687
GFRA2,2675,ENSG00000168546
REEP4,80346,ENSG00000168476
NPM1,4869,ENSG00000181163
STMN2,11075,ENSG00000104435
HMBOX1,79618,ENSG00000147421
SLC36A1,206358,ENSG00000123643
UQCRB,7381,ENSG00000156467
SDC2,6383,ENSG00000169439
ERLIN2,11160,ENSG00000147475
GSR,2936,ENSG00000104687
ZMAT4,79698,ENSG00000165061
CNOT8,9337,ENSG00000155508
TBCA,6902,ENSG00000171530
DECR1,1666,ENSG00000104325
CETN3,1070,ENSG00000153140
ANXA6,309,ENSG00000197043
COPS6,10980,ENSG00000168090
NUDT12,83594,ENSG00000112874
CYP1A1,1543,ENSG00000140465
MAP4K4,9448,ENSG00000071054
TRIM33,51592,ENSG00000197323
KIAA0319L,79932,ENSG00000142687
ZNF143,7702,ENSG00000166478
MED22,6837,ENSG00000281022//ENSG00000148297
PROC,5624,ENSG00000115718
nan,,-
ACRBP,84519,ENSG00000111644
IBTK,25998,ENSG00000005700//ENSG00000283068
PRRC2C,23215,ENSG00000117523
NDUFV2,4729,ENSG00000178127
TGFA,7039,ENSG00000163235
SNCA,6622,ENSG00000145335
TNXB,7148,ENSG00000236236//ENSG00000206258//ENSG00000231608//ENSG00000229353//ENSG00000229341//ENSG00000168477//ENSG00000233323//ENSG00000236221
CASP8,841,ENSG00000064012
CAST,831,ENSG00000153113
GOSR2,9570,ENSG00000108433
AP5M1,55745,ENSG00000053770
NAA50,80218,ENSG00000121579
HNRNPH1,3187,ENSG00000284254//ENSG00000169045
YIPF3,25844,ENSG00000137207
TET2,54790,ENSG00000168769
HMGB3,3149,ENSG00000029993
SMN1,6606,ENSG00000273772//ENSG00000205571//ENSG00000275349//ENSG00000277773//ENSG00000172062
MGAM,8972,ENSG00000282607//ENSG00000257335
CLASP2,23122,ENSG00000163539
CLU,1191,ENSG00000120885
MFSD8,256471,ENSG00000164073
ZC3H18,124245,ENSG00000158545
THBS4,7060,ENSG00000113296
PTK2,5747,ENSG00000169398
ANKRD26,22852,ENSG00000107890
ITGA2,3673,ENSG00000164171
TMUB2,79089,ENSG00000168591
ING3,54556,ENSG00000071243
DTX2,113878,ENSG00000091073//ENSG00000282379
PCM1,5108,ENSG00000078674
DNPEP,23549,ENSG00000123992
CFI,3426,ENSG00000205403
nan,,-
LAMP3,27074,ENSG00000078081
MRPL3,11222,ENSG00000114686
TPCN2,219931,ENSG00000162341
TCOF1,6949,ENSG00000070814
BZW2,28969,ENSG00000136261
CD36,948,ENSG00000135218
FGFR1,2260,ENSG00000077782
CSNK2A1,1457,ENSG00000101266
G6PD,2539,ENSG00000160211
CCDC110,256309,ENSG00000168491
EIF4G1,1981,ENSG00000114867
MTA3,57504,ENSG00000057935
MAP4,4134,ENSG00000047849
DTNB,1838,ENSG00000138101
CYFIP2,26999,ENSG00000055163
PNOC,5368,ENSG00000168081
SQLE,6713,ENSG00000104549
CAST,831,ENSG00000153113
YWHAZ,7534,ENSG00000164924
ASXL2,55252,ENSG00000143970
SETD5,55209,ENSG00000168137
EIF4B,1975,ENSG00000063046
NEK4,6787,ENSG00000114904
ZNF76,7629,ENSG00000065029
DCTN1,1639,ENSG00000204843
CHTF18,63922,ENSG00000127586
NACA,4666,ENSG00000196531
ALYREF,10189,ENSG00000183684
EPN2,22905,ENSG00000072134
TRIM36,55521,ENSG00000152503
CAMK2D,817,ENSG00000145349
CELF2,10659,ENSG00000048740
MARK2,2011,ENSG00000072518
EIF2B5,8893,ENSG00000145191
GOSR1,9527,ENSG00000108587
NNT,23530,ENSG00000112992
INPP4B,8821,ENSG00000109452
GRAMD3,65983,ENSG00000155324
SMG7,9887,ENSG00000116698
HSPA4L,22824,ENSG00000164070
CRISP3,10321,ENSG00000096006
SIK3,23387,ENSG00000160584
RBM7,10179,ENSG00000076053
HCK,3055,ENSG00000101336
MRPL42,28977,ENSG00000198015
LUC7L3,51747,ENSG00000108848
DNAJB12,54788,ENSG00000148719
TRABD,80305,ENSG00000170638
CHCHD7,79145,ENSG00000170791
PHB2,11331,ENSG00000215021
ARMC5,79798,ENSG00000140691
OLA1,29789,ENSG00000138430
COPS7B,64708,ENSG00000144524
TBC1D8,11138,ENSG00000204634
UNC50,25972,ENSG00000115446
PTRH2,51651,ENSG00000141378
GZMB,3002,ENSG00000100453
HLA-DPA1,3113,ENSG00000231389//ENSG00000228163//ENSG00000236177//ENSG00000206291//ENSG00000235844//ENSG00000168384//ENSG00000229685//ENSG00000224103
PHC1,1911,ENSG00000111752
SUMF2,25870,ENSG00000129103
APOL2,23780,ENSG00000128335
FOLR2,2350,ENSG00000165457
CCDC12,151903,ENSG00000160799
OTUB1,55611,ENSG00000167770
ZNF525,170958,ENSG00000203326
PTPN7,5778,ENSG00000143851
TAF6,6878,ENSG00000106290
TBCD,6904,ENSG00000141556//ENSG00000278759
MAP3K3,4215,ENSG00000198909
ICT1,,-
CBFB,865,ENSG00000067955
CD300LF,146722,ENSG00000186074
PPP1R1B,84152,ENSG00000131771
UBBP4,23666,ENSG00000263563
CCR7,1236,ENSG00000126353
MSL1,339287,ENSG00000188895
FBXL20,84961,ENSG00000108306
RPL19,6143,ENSG00000108298
SRSF1,6426,ENSG00000136450
EIF4A1,1973,ENSG00000161960
RAD51C,5889,ENSG00000108384
SCRN2,90507,ENSG00000141295
SLC39A11,201266,ENSG00000282291//ENSG00000133195
FLII,2314,ENSG00000177731//ENSG00000284571
MRPS7,51081,ENSG00000125445
SAP30BP,29115,ENSG00000161526
MBP,4155,ENSG00000197971
LIMD2,80774,ENSG00000136490
SUZ12,23512,ENSG00000178691
EVI2A,2123,ENSG00000126860
YTHDC1,91746,ENSG00000083896//ENSG00000275272
KIAA0040,9674,ENSG00000235750
CDKN2A,1029,ENSG00000147889
MYL12A,10627,ENSG00000101608
ZNF207,7756,ENSG00000010244
YES1,7525,ENSG00000176105
TWSG1,57045,ENSG00000128791
MPO,4353,ENSG00000005381
VEZF1,7716,ENSG00000136451
TNC,3371,ENSG00000041982
KALRN,8997,ENSG00000160145
MAST4,375449,ENSG00000069020
PON2,5445,ENSG00000105854
BAG1,573,ENSG00000107262
LMNB2,84823,ENSG00000176619
TMCO1,54499,ENSG00000143183
RWDD4,201965,ENSG00000182552
ICOSLG,23308,ENSG00000160223
ZNF562,54811,ENSG00000171466
CLUH,23277,ENSG00000132361
TEN1,100134934,ENSG00000257949
SMAD4,4089,ENSG00000141646
RNF126,55658,ENSG00000070423
CALR,811,ENSG00000179218
SPC24,147841,ENSG00000161888
ACTN4,81,ENSG00000130402//ENSG00000282844
FAM210A,125228,ENSG00000177150
DAZAP1,26528,ENSG00000071626
EIF3K,27335,ENSG00000282986//ENSG00000178982
CAPNS1,826,ENSG00000126247
LONP1,9361,ENSG00000196365
PIK3C3,5289,ENSG00000078142
EVPL,2125,ENSG00000167880
SMIM24,284422,ENSG00000095932
ENO3,2027,ENSG00000108515
CDC37,11140,ENSG00000105401
CDC37,11140,ENSG00000105401
IGFLR1,79713,ENSG00000126246
RPS15,6209,ENSG00000115268
PRKCSH,5589,ENSG00000130175
TMEM205,374882,ENSG00000105518
EIF1,10209,ENSG00000173812
ACTG1,71,ENSG00000184009
WBP2,23558,ENSG00000132471
ACAA2,10449,ENSG00000167315
KRT19,3880,ENSG00000171345
BCL2L14,79370,ENSG00000281449//ENSG00000121380
NARS,,-
U2AF2,11338,ENSG00000063244
C18orf8,,-
STK11,6794,ENSG00000118046
RBM42,79171,ENSG00000126254
TMEM161A,54929,ENSG00000064545
FECH,2235,ENSG00000066926
C19orf12,83636,ENSG00000131943
UNC13D,201294,ENSG00000092929
DAND5,199699,ENSG00000179284
TPM4,7171,ENSG00000167460
MATK,4145,ENSG00000007264
TMEM256,254863,ENSG00000205544//ENSG00000283771
CFD,1675,ENSG00000274619//ENSG00000197766
APOC1,341,ENSG00000130208
SBNO2,22904,ENSG00000064932//ENSG00000278788
TYROBP,7305,ENSG00000011600
EML2,24139,ENSG00000125746
ZCCHC2,54877,ENSG00000141664
DCAKD,79877,ENSG00000172992
AQP1,358,ENSG00000240583
SYCP2L,221711,ENSG00000153157
SLC35A4,113829,ENSG00000176087
ASNSD1,54529,ENSG00000138381
SARS2,54938,ENSG00000283104//ENSG00000104835
UBE2M,9040,ENSG00000130725
WIZ,58525,ENSG00000011451
COPE,11316,ENSG00000105669
GMFG,9535,ENSG00000130755
FAM129C,,-
DBP,1628,ENSG00000105516
ZNF428,126299,ENSG00000131116
SPATA22,84690,ENSG00000141255
ZFP36,7538,ENSG00000128016
NCR1,9437,ENSG00000278025//ENSG00000277629//ENSG00000275637//ENSG00000275521//ENSG00000277442//ENSG00000276450//ENSG00000278362//ENSG00000274053//ENSG00000189430//ENSG00000275822//ENSG00000284113//ENSG00000273535//ENSG00000273916//ENSG00000275156//ENSG00000277334//ENSG00000277824//ENSG00000273506
TUBB4A,10382,ENSG00000104833
AP2S1,1175,ENSG00000042753
SAMD4B,55095,ENSG00000179134
EMP3,2014,ENSG00000142227
LOC388210,,-
HNRNPM,4670,ENSG00000099783
ARHGEF1,9138,ENSG00000076928
HNRNPM,4670,ENSG00000099783
RPS5,6193,ENSG00000083845
MPND,84954,ENSG00000008382
NR1H2,7376,ENSG00000131408
MYO9B,4650,ENSG00000099331
ARHGEF18,23370,ENSG00000104880
RPL18A,6142,ENSG00000105640
GPR108,56927,ENSG00000125734
C3,718,ENSG00000125730
NAPA,8775,ENSG00000105402
MRPL34,64981,ENSG00000130312
ECH1,1891,ENSG00000282853//ENSG00000104823
POLD1,5424,ENSG00000062822
SNRPA,6626,ENSG00000077312
RYR1,6261,ENSG00000196218
KXD1,79036,ENSG00000105700
SHKBP1,92799,ENSG00000160410
UBA52,7311,ENSG00000221983
STAP2,55620,ENSG00000178078
SUGP2,10147,ENSG00000064607
SPHK2,56848,ENSG00000063176
CEACAM4,1089,ENSG00000274131//ENSG00000105352
FSD1,79187,ENSG00000105255
RABAC1,10567,ENSG00000105404
nan,,-
APOBEC3H,164668,ENSG00000100298
IRF7,3665,ENSG00000185507//ENSG00000276561
DNASE2,1777,ENSG00000105612
AGPS,8540,ENSG00000018510
KIF2A,3796,ENSG00000068796
KIF2A,3796,ENSG00000068796
DDX39A,10212,ENSG00000123136
PDLIM1,9124,ENSG00000107438
ACOT7,11332,ENSG00000097021
ACOT7,11332,ENSG00000097021
MYO1C,4641,ENSG00000197879
MYO1F,4542,ENSG00000142347
SNAP23,8773,ENSG00000092531
HAX1,10456,ENSG00000143575
AIP,9049,ENSG00000110711
CCL24,6369,ENSG00000106178
GTPBP1,9567,ENSG00000100226
LGALS9,3965,ENSG00000168961
STXBP3,6814,ENSG00000116266
MASP2,10747,ENSG00000009724
RAB27B,5874,ENSG00000041353
AP3B1,8546,ENSG00000132842
TLR4,7099,ENSG00000136869
LGALS8,3964,ENSG00000116977
NDUFS8,4728,ENSG00000110717
NFKBIE,4794,ENSG00000146232
PSMD11,5717,ENSG00000108671
PSMD12,5718,ENSG00000197170
PSMD9,5715,ENSG00000110801
SIRPB1,10326,ENSG00000101307
ATOX1,475,ENSG00000177556
MEN1,4221,ENSG00000133895
CBX4,8535,ENSG00000141582
WRB,7485,ENSG00000182093
PGRMC1,10857,ENSG00000101856
SUPT5H,6829,ENSG00000196235
SUPT5H,6829,ENSG00000196235
TAF4,6874,ENSG00000130699//ENSG00000280529
DFFA,1676,ENSG00000160049
DFFA,1676,ENSG00000160049
RFXAP,5994,ENSG00000133111
HIP1,3092,ENSG00000127946
CLIC1,1192,ENSG00000226248//ENSG00000223639//ENSG00000230685//ENSG00000226417//ENSG00000213719//ENSG00000226651//ENSG00000206394
EIF3F,8665,ENSG00000175390
WWP2,11060,ENSG00000198373
CDC7,8317,ENSG00000097046
PIK3CD,5293,ENSG00000171608
PDHX,8050,ENSG00000110435
QSOX1,5768,ENSG00000116260
P2RY10,27334,ENSG00000078589
DCTN6,10671,ENSG00000104671
SLC33A1,9197,ENSG00000169359
PDE2A,5138,ENSG00000186642
FOXN3,1112,ENSG00000053254
IPO5,3843,ENSG00000065150
POLRMT,5442,ENSG00000099821
EEF2K,29904,ENSG00000284161//ENSG00000103319
CCRL2,9034,ENSG00000121797
IGF2BP3,10643,ENSG00000136231
DNM1L,10059,ENSG00000087470
DNM1L,10059,ENSG00000087470
RTCA,8634,ENSG00000137996
PIK3C2A,5286,ENSG00000011405
LST1,7940,ENSG00000235915//ENSG00000231048//ENSG00000223465//ENSG00000204482//ENSG00000230791//ENSG00000206433//ENSG00000234514//ENSG00000226182
IFRD1,3475,ENSG00000006652
PIK3R2,5296,ENSG00000105647
MANBA,4126,ENSG00000109323
TRAF5,7188,ENSG00000082512
AGRN,375790,ENSG00000188157
EXOC5,10640,ENSG00000070367
ELL2,22936,ENSG00000118985
BTN3A3,10384,ENSG00000111801
HMGN4,10473,ENSG00000182952
BTN3A1,11119,ENSG00000026950
NDUFA4,4697,ENSG00000189043
PSMD14,10213,ENSG00000115233
ZNF593,51042,ENSG00000142684
BIN1,274,ENSG00000136717
KPNA3,3839,ENSG00000102753
STK25,10494,ENSG00000115694
USP9Y,8287,ENSG00000114374
FAAH,2166,ENSG00000117480
KRIT1,889,ENSG00000001631
VWA5A,4013,ENSG00000110002
PES1,23481,ENSG00000100029
DLL1,28514,ENSG00000275555//ENSG00000198719
CACNA1A,773,ENSG00000141837
CACNA1A,773,ENSG00000141837
SDCBP,6386,ENSG00000137575
SDCBP,6386,ENSG00000137575
SDCBP,6386,ENSG00000137575
PITPNM1,9600,ENSG00000110697
MPHOSPH10,10199,ENSG00000124383
NOP56,10528,ENSG00000101361
CXCR6,10663,ENSG00000172215
MFNG,4242,ENSG00000100060
PODXL,5420,ENSG00000128567
FCN1,2219,ENSG00000085265
PIR,8544,ENSG00000087842
CCL22,6367,ENSG00000102962
PEX7,5191,ENSG00000112357
KPNA4,3840,ENSG00000186432
TRIM38,10475,ENSG00000112343
E2F3,1871,ENSG00000112242
PPP6C,5537,ENSG00000119414
MAN2B1,4125,ENSG00000104774
FBP2,8789,ENSG00000130957
UBE2C,11065,ENSG00000175063
PDXK,8566,ENSG00000160209
SCD,6319,ENSG00000099194
PPAP2A,8611,ENSG00000067113
ARID1A,8289,ENSG00000117713
ISLR,3671,ENSG00000288508//ENSG00000129009
BHLHE40,8553,ENSG00000134107
SOCS2,8835,ENSG00000120833
CDK2AP1,8099,ENSG00000111328
SDHD,6392,ENSG00000204370
C2CD2L,9854,ENSG00000172375
TMEM194A,,-
FCHO1,23149,ENSG00000130475
TXNDC9,10190,ENSG00000115514
SOCS3,9021,ENSG00000184557
TRAFD1,10906,ENSG00000135148
COX7A2L,9167,ENSG00000115944
NDUFAB1,4706,ENSG00000004779
CYB561D2,11068,ENSG00000271858//ENSG00000114395
DYNC1I1,1780,ENSG00000158560
CIT,11113,ENSG00000122966
COPE,11316,ENSG00000105669
RFXANK,8625,ENSG00000064490
EIF1AY,9086,ENSG00000198692
CDC42EP2,10435,ENSG00000149798
AP3D1,8943,ENSG00000065000
AP3D1,8943,ENSG00000065000
CXCL11,6373,ENSG00000169248
GPR171,29909,ENSG00000174946
ENPP3,5169,ENSG00000154269
ABLIM1,3983,ENSG00000099204
ABLIM1,3983,ENSG00000099204
CHD1,1105,ENSG00000153922
CHD2,1106,ENSG00000173575
TOR1A,1861,ENSG00000136827
TOR1B,27348,ENSG00000136816
STX16,8675,ENSG00000124222
ADAM10,102,ENSG00000137845
ABCD4,5826,ENSG00000119688
EI24,9538,ENSG00000149547
PTGES,9536,ENSG00000148344
KMT2D,8085,ENSG00000167548
ITGB1BP1,9270,ENSG00000119185
RGPD8,727851,ENSG00000169629
APAF1,317,ENSG00000120868
APAF1,317,ENSG00000120868
IMPA2,3613,ENSG00000141401
MAP2K7,5609,ENSG00000076984
ACOT8,10005,ENSG00000101473
CDIPT,10423,ENSG00000103502
PDCD5,9141,ENSG00000105185
PRMT5,10419,ENSG00000100462
SLC9A3R1,9368,ENSG00000109062
CHEK1,1111,ENSG00000149554
FPGT,8790,ENSG00000254685
TPP1,1200,ENSG00000166340
GNB5,10681,ENSG00000069966
TCERG1,10915,ENSG00000113649
NDC80,10403,ENSG00000080986
NRP1,8829,ENSG00000099250
TNPO2,30000,ENSG00000105576
TNFSF11,8600,ENSG00000120659
APOL1,8542,ENSG00000100342
SH2D1B,117157,ENSG00000198574
TNFRSF10C,8794,ENSG00000173535
POLR3A,11128,ENSG00000148606
MRAS,22808,ENSG00000158186
PSMA7,5688,ENSG00000101182
PSMA7,5688,ENSG00000101182
RASGRF2,5924,ENSG00000113319
SCAMP3,10067,ENSG00000263290//ENSG00000116521
TNFRSF13B,23495,ENSG00000240505
OPLAH,26873,ENSG00000178814
BACH1,571,ENSG00000156273
BCKDK,10295,ENSG00000103507
IFIT3,3437,ENSG00000119917
MGST3,4259,ENSG00000143198
GEMIN2,8487,ENSG00000092208
TAX1BP3,30851,ENSG00000213977
GIPC1,10755,ENSG00000123159
LIN7A,8825,ENSG00000111052
PCDH17,27253,ENSG00000118946
IKBKB,3551,ENSG00000104365
HAT1,8520,ENSG00000128708
NCR3,259197,ENSG00000237808//ENSG00000236315//ENSG00000204475//ENSG00000237103//ENSG00000225211//ENSG00000206430//ENSG00000236979//ENSG00000223833
UBE2L6,9246,ENSG00000156587
CASK,8573,ENSG00000147044
PLD2,5338,ENSG00000129219
TFEC,22797,ENSG00000105967
UQCRQ,27089,ENSG00000164405
MYL12B,103910,ENSG00000118680
UQCR11,10975,ENSG00000127540
HGS,9146,ENSG00000185359
AURKA,6790,ENSG00000087586
RAB29,8934,ENSG00000117280
CLGN,1047,ENSG00000153132
DSCR3,,-
PPP1R12A,4659,ENSG00000058272
PPP1R12A,4659,ENSG00000058272
SLC27A2,11001,ENSG00000140284
GAK,2580,ENSG00000178950
HNRNPDL,9987,ENSG00000152795
XPO1,7514,ENSG00000082898
PIP5K1B,8395,ENSG00000107242
ARHGEF10,9639,ENSG00000274726//ENSG00000104728
ZNF609,23060,ENSG00000180357
ZNF646,9726,ENSG00000167395
PLXNB2,23654,ENSG00000196576
KHNYN,23351,ENSG00000100441
TECPR2,9895,ENSG00000196663
U2SURP,23350,ENSG00000163714
SETD1A,9739,ENSG00000099381
N4BP3,23138,ENSG00000145911
TRANK1,9881,ENSG00000168016
SYNJ2,8871,ENSG00000078269
SYNM,23336,ENSG00000182253
KIF3B,9371,ENSG00000101350
PFAS,5198,ENSG00000178921
SNPH,9751,ENSG00000101298
ANKRD28,23243,ENSG00000206560
ARHGEF11,9826,ENSG00000132694
KIAA0391,,-
CHUK,1147,ENSG00000213341
LSM1,27257,ENSG00000175324
FYB,2533,ENSG00000082074
NPC1,4864,ENSG00000141458
AGPAT2,10555,ENSG00000169692
DEGS1,8560,ENSG00000143753
SCAMP1,9522,ENSG00000085365
SCAMP2,10066,ENSG00000140497
KPNA5,3841,ENSG00000196911
ARPC1B,10095,ENSG00000130429
ARPC2,10109,ENSG00000163466
ARPC3,10094,ENSG00000111229
MDM4,4194,ENSG00000198625
ZBTB7B,51043,ENSG00000160685
POLR1C,9533,ENSG00000171453
TRIM24,8805,ENSG00000122779
LDLRAD4,753,ENSG00000168675
PGRMC2,10424,ENSG00000164040
CTDSPL,10217,ENSG00000144677
ADAMDEC1,27299,ENSG00000134028
RGL2,5863,ENSG00000237825//ENSG00000228736//ENSG00000206282//ENSG00000237441//ENSG00000224841
PFDN6,10471,ENSG00000224782//ENSG00000206283//ENSG00000235692//ENSG00000237335//ENSG00000204220
WDR46,9277,ENSG00000204221//ENSG00000236222//ENSG00000226916//ENSG00000227057//ENSG00000206284
NKRF,55922,ENSG00000186416
GNPAT,8443,ENSG00000116906
KMO,8564,ENSG00000117009
ZNF185,7739,ENSG00000147394
ZNF185,7739,ENSG00000147394
CASC3,22794,ENSG00000108349
MRPS12,6183,ENSG00000283018//ENSG00000128626
NDUFA1,4694,ENSG00000125356
CLIC2,1193,ENSG00000155962
ACOX3,8310,ENSG00000087008
RER1,11079,ENSG00000157916
SURF4,6836,ENSG00000148248//ENSG00000280951
MAPK13,5603,ENSG00000156711
ATXN7,6314,ENSG00000163635
SPTLC1,10558,ENSG00000090054
SPTLC2,9517,ENSG00000100596
FANCG,2189,ENSG00000221829
OGT,8473,ENSG00000147162
OGT,8473,ENSG00000147162
PPM1D,8493,ENSG00000170836
PMM2,5373,ENSG00000140650
INPP4B,8821,ENSG00000109452
PPM1G,5496,ENSG00000115241
INPPL1,3636,ENSG00000165458
EIF3D,8664,ENSG00000100353
HDAC3,8841,ENSG00000171720
NVL,4931,ENSG00000143748
BCAT2,587,ENSG00000105552
SIGLEC5,8778,ENSG00000105501
YY2,404281,ENSG00000230797
IPO8,10526,ENSG00000133704
STX7,8417,ENSG00000079950
SLC16A3,9123,ENSG00000141526
SLC31A1,1317,ENSG00000136868
ABCC3,8714,ENSG00000108846
ABCC4,10257,ENSG00000125257
ABCC5,10057,ENSG00000114770
CD3EAP,10849,ENSG00000117877
TLR3,7098,ENSG00000164342
P4HA2,8974,ENSG00000072682
YKT6,10652,ENSG00000106636
NUPL2,11097,ENSG00000136243
ARPC5,10092,ENSG00000162704
POLR2D,5433,ENSG00000144231
CFLAR,8837,ENSG00000003402
DDX3Y,8653,ENSG00000067048
MAFG,4097,ENSG00000197063
OGG1,4968,ENSG00000114026
RNF113A,7737,ENSG00000125352
CLDN3,1365,ENSG00000165215
FFAR2,2867,ENSG00000126262
MEFV,4210,ENSG00000103313
KCNN4,3783,ENSG00000104783
DHX15,1665,ENSG00000109606
RNMT,8731,ENSG00000101654
ZZEF1,23140,ENSG00000074755
ZZEF1,23140,ENSG00000074755
ASAP2,8853,ENSG00000151693
TTI1,9675,ENSG00000101407
RRP8,23378,ENSG00000132275
PJA2,9867,ENSG00000198961
SIPA1L1,26037,ENSG00000197555
ZBTB24,9841,ENSG00000112365
PRPF4,9128,ENSG00000136875
PHGDH,26227,ENSG00000092621
NDUFS4,4724,ENSG00000164258
ARHGAP6,395,ENSG00000047648
PHF1,5252,ENSG00000112511//ENSG00000225553//ENSG00000239756
DYNC1LI2,1783,ENSG00000135720
PSMD3,5709,ENSG00000108344
PAPSS1,9061,ENSG00000138801
SIAH2,6478,ENSG00000181788
ZNHIT1,10467,ENSG00000106400
ZW10,9183,ENSG00000086827
SPINT1,6692,ENSG00000166145
B4GALT5,9334,ENSG00000158470
SART1,9092,ENSG00000175467
SPINT2,10653,ENSG00000167642
GPAA1,8733,ENSG00000197858
DAPK3,1613,ENSG00000167657
TGFB1I1,7041,ENSG00000140682
SRGAP3,9901,ENSG00000196220
ZNF264,9422,ENSG00000083844
ZBTB43,23099,ENSG00000169155
AP5Z1,9907,ENSG00000242802
CCP110,9738,ENSG00000103540
SEC14L5,9717,ENSG00000103184
ADCY6,112,ENSG00000174233
CTIF,9811,ENSG00000282825//ENSG00000134030
MTSS1,9788,ENSG00000170873
PPIP5K2,23262,ENSG00000145725
AQP9,366,ENSG00000103569
MAP3K7,6885,ENSG00000135341
EEF1E1,9521,ENSG00000124802
RIPK2,8767,ENSG00000104312
WDR62,284403,ENSG00000075702
HNRNPR,10236,ENSG00000282958//ENSG00000125944
HNRNPR,10236,ENSG00000282958//ENSG00000125944
PRPF3,9129,ENSG00000117360
TXNL1,9352,ENSG00000091164
TPD52L2,7165,ENSG00000101150
TPD52L2,7165,ENSG00000101150
EMC8,10328,ENSG00000131148
PRKRIR,5612,ENSG00000137492
FIBP,9158,ENSG00000172500
PPIH,10465,ENSG00000171960
SUV39H1,6839,ENSG00000101945
HTRA2,27429,ENSG00000115317
HTRA2,27429,ENSG00000115317
KLF4,9314,ENSG00000136826
OIP5,11339,ENSG00000104147
AKR7A2,8574,ENSG00000053371
LAMTOR5,10542,ENSG00000134248
B3GNT1,,-
