genes,bHCsmB_S1R1,bHCsmB_S1R2,bHCsmB_S1R3,bSLEsmB_S1R1,bSLEsmB_S1R2,bSLEsmB_S1R3
ENSG00000047597,0,3,0,15,1,31
ENSG00000047617,0,1,0,0,0,0
ENSG00000047621,339,254,87,341,633,271
ENSG00000047634,37,39,28,29,9,26
ENSG00000047644,548,676,253,514,692,284
ENSG00000047648,131,107,57,105,60,126
ENSG00000047662,7,15,5,10,8,14
ENSG00000047849,1509,2274,628,2147,4094,1469
ENSG00000047932,497,634,241,803,989,385
ENSG00000047936,0,8,1,0,0,0
ENSG00000048028,1218,1746,560,1825,3110,1192
ENSG00000048052,1766,1601,844,1410,2698,1218
ENSG00000048140,122,159,49,128,148,61
ENSG00000048162,172,86,35,57,319,59
ENSG00000048342,88,36,69,61,192,99
ENSG00000048392,164,307,174,279,739,138
ENSG00000048405,820,863,408,667,1203,689
ENSG00000048462,23,26,9,67,298,77
ENSG00000048471,1334,1362,420,1179,2438,970
ENSG00000048540,2,7,0,9,0,1
ENSG00000048544,318,426,163,357,861,376
ENSG00000048545,0,0,0,0,0,0
ENSG00000048649,2233,2236,1132,1798,3459,1717
ENSG00000048707,2831,2347,963,2048,3982,1850
ENSG00000048740,5597,5969,2483,4426,10202,4190
ENSG00000048828,1390,1839,790,1469,1984,1033
ENSG00000048991,1103,982,365,1030,1279,1062
ENSG00000049089,19,33,3,21,26,1
ENSG00000049130,0,0,0,2,4,0
ENSG00000049167,265,347,165,292,584,324
ENSG00000049192,242,172,73,179,381,173
ENSG00000049239,307,432,132,432,420,348
ENSG00000049245,417,668,231,473,756,384
ENSG00000049246,70,105,61,85,82,63
ENSG00000049247,100,1,1,52,213,1
ENSG00000049249,0,0,0,0,1,0
ENSG00000049283,0,0,0,2,0,0
ENSG00000049323,4,1,1,1,28,10
ENSG00000049449,49,51,13,34,60,59
ENSG00000049540,3,0,0,0,0,0
ENSG00000049541,83,62,36,135,68,17
ENSG00000049618,6888,4475,2893,3646,6909,3911
ENSG00000049656,340,434,254,276,755,270
ENSG00000049759,602,481,181,159,1027,220
ENSG00000049768,6,5,1,10,0,7
ENSG00000049769,34,34,17,37,85,34
ENSG00000049860,224,260,111,235,420,121
ENSG00000049883,256,287,104,285,207,236
ENSG00000050030,87,218,70,99,45,114
ENSG00000050130,179,176,47,236,382,136
ENSG00000050165,6,8,3,20,35,7
ENSG00000050327,2,4,6,1,15,25
ENSG00000050344,194,209,178,218,283,201
ENSG00000050393,268,369,164,362,406,263
ENSG00000050405,6,91,4,33,7,11
ENSG00000050426,567,611,195,495,737,164
ENSG00000050438,41,47,18,69,149,3
ENSG00000050555,1,6,0,0,1,0
ENSG00000050628,0,0,0,2,0,0
ENSG00000050730,0,1,0,2,0,0
ENSG00000050748,583,774,388,700,1240,365
ENSG00000050767,0,2,0,0,7,0
ENSG00000050820,0,0,0,0,9,0
ENSG00000051009,315,376,62,181,334,140
ENSG00000051108,4600,6010,2821,1934,4395,3780
ENSG00000051128,87,44,12,27,59,36
ENSG00000051180,27,22,9,23,0,7
ENSG00000051341,41,2,6,19,52,5
ENSG00000051382,524,496,221,417,662,419
ENSG00000051523,804,1407,243,621,853,246
ENSG00000051596,20,23,10,31,69,11
ENSG00000051620,405,782,319,462,378,371
ENSG00000051825,608,560,221,656,1055,371
ENSG00000052126,6,11,0,4,1,2
ENSG00000052344,7,6,3,3,0,55
ENSG00000052723,504,491,381,671,698,536
ENSG00000052749,385,179,33,126,219,222
ENSG00000052795,2,2,1,5,5,6
ENSG00000052802,196,181,190,458,968,235
ENSG00000052841,2514,2076,1282,2041,3349,1764
ENSG00000052850,2,0,1,0,0,0
ENSG00000053108,0,0,0,1,0,0
ENSG00000053254,1271,2133,951,1477,2680,1655
ENSG00000053328,114,51,60,71,97,60
ENSG00000053371,50,82,21,48,96,47
ENSG00000053372,79,84,39,104,130,37
ENSG00000053438,28,31,21,30,23,5
ENSG00000053501,147,198,24,176,235,75
ENSG00000053524,1,4,3,12,1,0
ENSG00000053702,133,83,34,79,78,41
ENSG00000053747,0,2,0,4,0,0
ENSG00000053770,978,1086,373,818,1500,731
ENSG00000053900,859,675,424,742,1197,261
ENSG00000053918,136,227,112,137,177,110
ENSG00000054116,233,256,139,376,609,310
ENSG00000054118,1344,2020,660,1970,3098,1395
ENSG00000054148,41,39,6,57,73,19
ENSG00000054179,0,0,0,1,0,0
ENSG00000054219,524,844,289,728,990,439
ENSG00000054267,1301,1761,1410,1944,2724,1471
ENSG00000054277,38,77,9,62,100,22
ENSG00000054282,343,260,115,270,445,177
ENSG00000054356,0,0,2,2,0,0
ENSG00000054392,675,272,135,186,366,119
ENSG00000054523,446,580,208,449,701,351
ENSG00000054598,3,0,0,11,0,12
ENSG00000054611,1075,744,241,822,1332,855
ENSG00000054654,1954,1832,772,2306,3723,1152
ENSG00000054690,6,12,19,30,0,7
ENSG00000054793,3,1,1,3,0,0
ENSG00000054796,0,0,0,0,2,0
ENSG00000054803,0,0,0,0,1,0
ENSG00000054938,0,0,0,2,0,0
ENSG00000054965,651,539,248,614,953,422
ENSG00000054967,250,202,75,121,245,151
ENSG00000054983,239,239,74,198,498,263
ENSG00000055044,1145,1101,475,1030,1339,791
ENSG00000055070,709,1061,328,929,992,580
ENSG00000055118,27,85,62,9,5,66
ENSG00000055130,994,1103,409,1094,2083,951
ENSG00000055147,198,244,112,259,341,172
ENSG00000055163,3506,4598,1253,3883,5655,3225
ENSG00000055208,1867,3074,1068,2478,3604,2780
ENSG00000055211,228,417,213,367,558,229
ENSG00000055332,961,1707,962,4476,16444,3220
ENSG00000055483,783,1125,264,631,1082,590
ENSG00000055609,10062,7742,3568,6110,10805,6609
ENSG00000055732,2,0,1,6,0,0
ENSG00000055813,0,0,0,0,0,0
ENSG00000055917,3203,4050,1810,4266,7146,4111
ENSG00000055950,164,204,57,167,258,61
ENSG00000055955,9,38,2,14,22,8
ENSG00000055957,0,2,1,1,0,0
ENSG00000056050,64,49,23,106,228,168
ENSG00000056097,1668,2081,994,1955,2636,1370
ENSG00000056277,225,314,165,274,479,234
ENSG00000056291,0,0,0,0,0,0
ENSG00000056487,0,0,0,0,0,1
ENSG00000056558,316,161,39,190,360,65
ENSG00000056586,958,1019,590,966,1707,683
ENSG00000056736,44,79,22,112,252,63
ENSG00000056972,290,347,148,339,515,247
ENSG00000056998,1,0,0,3,0,0
ENSG00000057019,15,18,6,19,31,8
ENSG00000057149,0,0,0,0,0,0
ENSG00000057252,392,535,239,581,927,538
ENSG00000057294,1,0,0,0,0,0
ENSG00000057468,9,16,0,14,20,24
ENSG00000057593,0,0,0,0,0,0
ENSG00000057608,3077,3106,1011,4150,5365,3027
ENSG00000057657,134,497,132,157,1679,261
ENSG00000057663,551,522,207,405,479,505
ENSG00000057704,172,309,69,372,1256,501
ENSG00000057757,359,392,226,297,656,370
ENSG00000057935,236,234,94,220,482,123
ENSG00000058056,323,380,101,157,157,319
ENSG00000058063,1792,2161,857,1680,3482,1602
ENSG00000058085,0,0,0,0,0,0
ENSG00000058091,2607,2320,1036,2462,5172,2760
ENSG00000058262,393,550,185,667,1144,439
ENSG00000058272,2072,1697,1037,1440,2328,1223
ENSG00000058335,118,84,39,53,36,19
ENSG00000058404,0,0,1,4,3,1
ENSG00000058453,70,138,35,53,146,14
ENSG00000058600,321,420,120,263,480,234
ENSG00000058668,994,1105,343,1510,2829,1506
ENSG00000058673,31,29,23,17,80,34
ENSG00000058729,150,198,136,284,270,150
ENSG00000058799,203,150,41,173,404,161
ENSG00000058804,280,412,91,372,415,266
ENSG00000058866,208,198,97,71,24,231
ENSG00000059122,131,359,57,237,354,105
ENSG00000059145,119,121,30,45,184,42
ENSG00000059377,583,347,85,267,560,154
ENSG00000059378,1159,1308,328,1218,2674,619
ENSG00000059573,269,438,83,316,408,329
ENSG00000059588,2105,1975,501,1611,2399,695
ENSG00000059691,110,71,18,81,118,41
ENSG00000059728,518,605,229,355,575,304
ENSG00000059758,1118,1171,779,863,1718,1002
ENSG00000059769,56,72,51,41,57,43
ENSG00000059804,1491,1553,943,561,765,1715
ENSG00000059915,106,206,40,41,78,39
ENSG00000060069,173,150,42,138,195,106
ENSG00000060138,135,99,81,218,705,81
ENSG00000060140,0,0,0,0,0,0
ENSG00000060237,5304,5909,2555,5767,9603,5467
ENSG00000060303,0,0,0,0,0,0
ENSG00000060339,1309,1329,956,1350,1555,699
ENSG00000060491,143,199,74,108,218,62
ENSG00000060558,1,0,0,3,0,0
ENSG00000060566,0,0,0,2,0,0
ENSG00000060642,33,90,24,79,257,27
ENSG00000060656,2,0,1,3,0,0
ENSG00000060688,258,270,151,274,479,181
ENSG00000060709,1,1,1,22,0,2
ENSG00000060718,0,4,0,4,0,0
ENSG00000060749,631,671,265,549,959,443
ENSG00000060762,181,198,70,190,213,146
ENSG00000060971,140,86,27,118,118,56
ENSG00000060982,78,56,69,181,86,323
ENSG00000061273,635,772,180,484,599,310
ENSG00000061337,0,0,0,0,0,0
ENSG00000061455,0,0,0,2,1,0
ENSG00000061492,0,1,0,0,0,0
ENSG00000061656,11,10,4,1,5,5
ENSG00000061676,0,5,2,3,21,3
ENSG00000061794,211,276,101,279,432,250
ENSG00000061918,0,0,0,1,0,0
ENSG00000061936,1707,1489,623,1070,1177,949
ENSG00000061938,432,549,150,300,1349,254
ENSG00000061987,1778,1642,609,1258,3090,1069
ENSG00000062038,1,0,1,1,0,0
ENSG00000062096,0,0,0,0,0,0
ENSG00000062194,2762,3043,1355,3537,6005,3241
ENSG00000062282,43,72,10,55,165,35
ENSG00000062370,0,0,1,9,0,0
ENSG00000062485,1099,1524,472,1074,2277,1204
ENSG00000062524,53,48,12,45,19,5
ENSG00000062582,11,6,2,4,3,4
ENSG00000062598,225,378,102,256,258,196
ENSG00000062650,1232,2116,844,2469,2975,1920
ENSG00000062716,902,587,252,1100,1236,623
ENSG00000062725,500,705,292,754,679,586
ENSG00000062822,51,61,19,38,44,12
ENSG00000063015,39,23,8,32,56,7
ENSG00000063046,2204,3146,906,2134,2662,2085
ENSG00000063127,445,568,128,422,253,226
ENSG00000063169,194,247,104,126,205,120
ENSG00000063176,35,61,14,59,75,40
ENSG00000063177,8948,8617,2344,5390,6791,5404
ENSG00000063180,23,46,22,54,112,9
ENSG00000063241,14,17,4,38,40,31
ENSG00000063244,299,375,121,253,485,138
ENSG00000063245,522,574,343,485,514,670
ENSG00000063322,239,283,153,361,363,187
ENSG00000063438,3,4,0,0,0,0
ENSG00000063515,0,0,1,0,0,0
ENSG00000063587,425,516,126,369,550,299
ENSG00000063601,952,1205,469,827,1395,580
ENSG00000063660,7,12,9,8,27,1
ENSG00000063761,52,58,13,31,109,66
ENSG00000063854,66,112,44,79,134,60
ENSG00000063978,997,1270,375,1292,2215,1095
ENSG00000064012,1461,1974,1045,1487,2095,790
ENSG00000064042,0,0,0,3,0,0
ENSG00000064102,177,221,48,209,336,126
ENSG00000064115,351,263,125,360,1016,280
ENSG00000064195,0,0,0,0,0,0
ENSG00000064199,15,12,8,34,6,4
ENSG00000064201,174,65,10,84,17,14
ENSG00000064205,0,0,0,1,0,0
ENSG00000064218,1,1,0,0,0,0
ENSG00000064225,1,0,1,17,0,0
ENSG00000064270,10,15,4,0,0,9
ENSG00000064300,0,10,0,0,0,0
ENSG00000064309,39,1,2,17,4,1
ENSG00000064313,1238,982,611,1130,1616,928
ENSG00000064393,3895,5354,1453,3178,8141,4190
ENSG00000064419,614,716,435,677,804,583
ENSG00000064489,1,0,0,0,0,0
ENSG00000064490,66,109,34,71,72,86
ENSG00000064545,87,159,18,76,110,40
ENSG00000064547,143,133,44,75,145,19
ENSG00000064601,384,556,103,437,525,355
ENSG00000064607,1937,2311,539,1762,1700,499
ENSG00000064651,493,527,357,579,1153,454
ENSG00000064652,41,13,25,30,30,11
ENSG00000064655,89,66,24,17,2,7
ENSG00000064666,1486,2802,447,2716,5066,2561
ENSG00000064687,281,558,102,443,1184,153
ENSG00000064692,0,0,0,3,0,0
ENSG00000064703,325,511,299,496,291,433
ENSG00000064726,605,844,391,724,1115,1012
ENSG00000064763,231,155,204,179,452,305
ENSG00000064787,96,44,93,97,190,91
ENSG00000064835,9,7,1,2,0,0
ENSG00000064886,62,42,12,111,47,25
ENSG00000064932,109,184,23,115,133,34
ENSG00000064933,375,317,125,232,382,182
ENSG00000064961,64,144,24,104,237,41
ENSG00000064989,0,1,3,10,0,0
ENSG00000064995,1105,919,367,488,784,303
ENSG00000064999,238,291,78,226,280,251
ENSG00000065000,251,449,62,328,630,323
ENSG00000065029,441,623,69,346,338,128
ENSG00000065054,1,2,0,3,0,1
ENSG00000065057,32,33,19,42,32,28
ENSG00000065060,377,521,150,392,552,363
ENSG00000065135,1357,1923,778,1950,2857,1654
ENSG00000065150,1285,2025,632,1498,2621,1174
ENSG00000065154,143,213,87,130,266,79
ENSG00000065183,236,255,88,264,344,104
ENSG00000065243,1374,1324,736,1210,1533,623
ENSG00000065268,22,49,8,37,32,15
ENSG00000065308,747,757,191,483,1925,619
ENSG00000065320,24,11,8,13,55,7
ENSG00000065325,0,7,0,2,0,0
ENSG00000065328,0,0,0,8,12,1
ENSG00000065357,1764,1819,448,1358,1813,584
ENSG00000065361,6,20,2,27,0,1
ENSG00000065371,0,0,0,1,0,0
ENSG00000065413,6458,4985,2525,4236,8292,3537
ENSG00000065427,622,762,349,694,952,643
ENSG00000065457,283,334,98,412,898,164
ENSG00000065485,27,25,2,15,4,26
ENSG00000065491,228,187,98,145,318,204
ENSG00000065518,355,400,127,252,1049,184
ENSG00000065526,2923,4396,1346,3251,4825,2855
ENSG00000065534,127,101,11,131,69,101
ENSG00000065548,1583,1460,904,1507,2608,1175
ENSG00000065559,467,473,180,448,780,476
ENSG00000065600,177,204,80,220,273,156
ENSG00000065609,0,2,0,0,0,0
ENSG00000065613,741,1097,539,1107,1712,876
ENSG00000065615,1080,1001,767,868,1684,876
ENSG00000065618,17,11,3,10,6,10
ENSG00000065621,57,22,10,35,77,46
ENSG00000065665,386,274,190,393,681,180
ENSG00000065675,0,1,2,0,0,16
ENSG00000065717,0,0,0,0,0,0
ENSG00000065802,252,321,124,230,360,151
ENSG00000065809,1936,3548,2378,3519,5072,3923
ENSG00000065833,0,1,0,1,0,0
ENSG00000065882,883,1271,409,939,2404,810
ENSG00000065883,2724,3311,1304,2542,5662,2281
ENSG00000065911,223,259,203,208,382,271
ENSG00000065923,845,1230,493,979,1578,890
ENSG00000065970,347,615,196,413,610,329
ENSG00000065978,1380,1645,539,1177,1286,922
ENSG00000065989,15,16,3,18,64,28
ENSG00000066027,669,913,400,687,1325,644
ENSG00000066032,0,0,1,4,1,0
ENSG00000066044,395,614,145,467,651,484
ENSG00000066056,0,0,0,2,0,0
ENSG00000066084,2004,2035,928,1836,2722,1898
ENSG00000066117,637,1015,304,584,1028,529
ENSG00000066135,159,184,74,137,158,121
ENSG00000066136,835,1283,362,1015,1278,655
ENSG00000066185,8,0,2,8,0,3
ENSG00000066230,1,4,0,4,0,4
ENSG00000066248,4,4,0,0,0,0
ENSG00000066279,25,14,5,43,97,33
ENSG00000066294,445,535,300,543,835,257
ENSG00000066322,172,333,57,273,476,205
ENSG00000066336,114,82,20,66,82,91
ENSG00000066379,100,113,35,121,194,82
ENSG00000066382,1,4,13,4,2,14
ENSG00000066405,1,0,1,0,0,0
ENSG00000066422,977,995,498,720,1462,568
ENSG00000066427,680,622,315,673,555,417
ENSG00000066455,328,420,129,596,788,366
ENSG00000066468,0,0,0,6,0,0
ENSG00000066557,259,244,212,251,358,146
ENSG00000066583,136,161,52,142,309,118
ENSG00000066629,0,0,0,1,0,0
ENSG00000066651,403,228,166,230,175,237
ENSG00000066654,779,895,714,788,896,662
ENSG00000066697,148,153,52,50,19,134
ENSG00000066735,0,0,0,0,0,0
ENSG00000066739,1333,1087,454,935,1647,702
ENSG00000066777,1984,1622,720,1857,3324,1428
ENSG00000066813,3,0,0,1,0,0
ENSG00000066827,391,319,64,176,353,130
ENSG00000066855,267,181,163,194,323,173
ENSG00000066923,72,87,42,117,253,71
ENSG00000066926,76,196,62,116,486,117
ENSG00000066933,1173,1325,431,1086,1363,945
ENSG00000067048,10,3,867,6,3,2
ENSG00000067057,278,394,125,458,563,250
ENSG00000067064,1358,1246,500,1015,1735,728
ENSG00000067066,7647,6735,3109,5702,12749,4110
ENSG00000067082,12267,8503,2099,5867,12956,10942
ENSG00000067113,64,57,27,29,151,38
ENSG00000067141,123,144,19,101,266,120
ENSG00000067167,1258,1701,780,1737,2564,1627
ENSG00000067177,0,6,5,0,2,0
ENSG00000067182,3,1,4,4,42,26
ENSG00000067191,8,2,1,11,20,0
ENSG00000067208,366,362,232,378,413,352
ENSG00000067221,31,50,21,31,28,4
ENSG00000067225,864,1452,261,1342,1664,994
ENSG00000067248,366,517,182,401,587,151
ENSG00000067334,644,1060,475,1116,1566,887
ENSG00000067365,155,147,68,95,390,37
ENSG00000067369,579,758,179,752,1295,456
ENSG00000067445,0,9,0,4,1,7
ENSG00000067533,611,519,323,533,707,502
ENSG00000067560,7156,10481,3474,11301,12640,8467
ENSG00000067596,543,545,216,555,1340,423
ENSG00000067601,116,61,44,64,108,64
ENSG00000067606,79,68,32,93,90,36
ENSG00000067646,2,0,239,2,1,1
ENSG00000067704,636,940,413,986,1545,701
ENSG00000067715,98,48,17,92,67,64
ENSG00000067798,1,5,0,2,0,0
ENSG00000067829,259,333,50,237,403,192
ENSG00000067836,17,22,0,13,5,8
ENSG00000067840,13,2,0,0,0,0
ENSG00000067842,1,0,2,2,20,2
ENSG00000067900,1591,1933,1007,2362,3610,1353
ENSG00000067955,751,890,562,1121,2459,993
ENSG00000067992,868,1325,658,861,1857,832
ENSG00000068001,7,12,9,10,34,5
ENSG00000068024,167,113,52,152,295,82
ENSG00000068028,431,648,117,293,395,156
ENSG00000068078,0,1,0,0,5,0
ENSG00000068079,39,80,28,97,141,40
ENSG00000068097,362,307,96,549,399,305
ENSG00000068120,260,224,38,190,241,72
ENSG00000068137,6,0,1,0,11,0
ENSG00000068305,2586,1815,1004,2284,3119,1722
ENSG00000068308,574,812,269,678,583,317
ENSG00000068323,123,235,68,155,240,75
ENSG00000068354,242,322,71,220,251,115
ENSG00000068366,713,493,452,696,1510,710
ENSG00000068383,47,129,31,61,16,72
ENSG00000068394,47,175,15,86,119,26
ENSG00000068400,549,614,202,412,890,188
ENSG00000068438,227,332,65,209,205,136
ENSG00000068489,83,111,36,121,724,132
ENSG00000068615,6,14,4,10,0,0
ENSG00000068650,549,740,126,956,677,243
ENSG00000068654,477,467,119,409,314,261
ENSG00000068697,864,1049,718,1127,1716,1100
ENSG00000068724,735,1132,269,647,1254,471
ENSG00000068745,531,560,289,413,1052,376
ENSG00000068781,2,0,0,0,0,0
ENSG00000068784,252,218,91,215,579,256
ENSG00000068796,988,1292,716,1823,2520,1497
ENSG00000068831,1534,1996,828,1462,1687,535
ENSG00000068878,1447,1524,663,1007,2138,1105
ENSG00000068885,300,280,117,250,244,60
ENSG00000068903,161,291,56,195,165,97
ENSG00000068912,246,305,193,304,542,293
ENSG00000068971,16,51,4,23,121,17
ENSG00000068976,29,92,24,47,19,19
ENSG00000068985,0,1,0,0,0,0
ENSG00000069011,1,0,0,1,0,4
ENSG00000069018,0,0,0,3,0,0
ENSG00000069020,314,301,60,147,256,132
ENSG00000069122,0,0,0,0,0,0
ENSG00000069188,74,318,107,74,109,109
ENSG00000069206,0,0,0,1,0,0
ENSG00000069248,502,534,292,430,790,395
ENSG00000069275,1753,2612,1746,3118,4441,3246
ENSG00000069329,1435,1725,580,1859,2563,1633
ENSG00000069345,1087,1033,516,1158,1729,874
ENSG00000069399,131,557,268,103,82,142
ENSG00000069424,419,624,106,307,518,272
ENSG00000069431,4,2,1,20,1,1
ENSG00000069482,0,0,0,0,0,0
ENSG00000069493,2811,1793,1160,2828,1963,1514
ENSG00000069509,50,113,37,130,198,55
ENSG00000069535,0,0,0,0,0,0
ENSG00000069667,859,481,620,666,1354,465
ENSG00000069696,0,0,4,0,0,1
ENSG00000069702,0,1,14,3,14,7
ENSG00000069764,4,0,3,0,0,0
ENSG00000069812,0,0,0,0,0,0
ENSG00000069849,264,280,135,196,529,146
ENSG00000069869,2,5,4,70,0,1
ENSG00000069943,414,418,193,387,943,505
ENSG00000069956,367,484,358,325,734,335
ENSG00000069966,947,926,345,811,945,812
ENSG00000069974,148,222,110,404,237,186
ENSG00000069998,80,114,45,35,90,51
ENSG00000070010,650,388,142,429,709,247
ENSG00000070018,3,32,8,7,25,2
ENSG00000070019,7,16,10,4,2,3
ENSG00000070031,0,0,0,0,0,0
ENSG00000070047,128,155,36,142,307,76
ENSG00000070061,1202,1160,426,997,1055,677
ENSG00000070081,29,58,66,47,72,39
ENSG00000070087,78,27,15,14,26,27
ENSG00000070159,0,0,0,3,0,0
ENSG00000070182,0,0,1,3,0,0
ENSG00000070190,2181,2246,1310,3334,3927,1841
ENSG00000070193,3,0,0,0,0,0
ENSG00000070214,481,535,253,586,1049,392
ENSG00000070269,518,338,93,493,480,216
ENSG00000070366,285,160,92,178,332,115
ENSG00000070367,476,681,352,744,1000,643
ENSG00000070371,3,33,4,17,37,4
ENSG00000070388,1,0,0,1,4,2
ENSG00000070404,1,10,4,3,0,0
ENSG00000070413,236,291,69,251,511,104
ENSG00000070423,265,473,79,196,376,201
ENSG00000070444,153,246,108,166,256,147
ENSG00000070476,431,589,186,235,518,298
ENSG00000070495,226,109,42,107,134,120
ENSG00000070501,240,135,78,109,154,151
ENSG00000070526,0,0,0,1,0,0
ENSG00000070540,60,59,19,32,143,39
ENSG00000070601,0,12,0,0,5,2
ENSG00000070610,276,434,61,276,393,152
ENSG00000070614,51,91,58,81,58,39
ENSG00000070669,52,13,7,26,8,23
ENSG00000070718,195,248,76,227,547,262
ENSG00000070729,1,1,0,0,0,0
ENSG00000070731,1,1,5,1,51,7
ENSG00000070748,0,0,0,0,0,0
ENSG00000070756,11464,19253,9132,12151,16390,11317
ENSG00000070759,292,346,64,224,160,220
ENSG00000070761,107,164,59,74,198,76
ENSG00000070770,540,864,221,656,877,667
ENSG00000070778,1,8,1,8,0,0
ENSG00000070785,130,99,60,115,268,121
ENSG00000070808,0,0,0,7,1,0
ENSG00000070814,2653,1895,904,680,1451,1078
ENSG00000070831,3582,3358,1779,2720,4174,2886
ENSG00000070882,1169,1000,345,938,1262,547
ENSG00000070886,0,0,0,0,0,0
ENSG00000070915,33,22,17,79,147,50
ENSG00000070950,489,391,94,257,426,279
ENSG00000070961,8447,6027,3252,6119,10633,4935
ENSG00000070985,0,0,0,4,0,0
ENSG00000071051,557,539,197,250,511,370
ENSG00000071054,5402,5023,2162,3938,6921,3558
ENSG00000071073,556,520,201,464,577,328
ENSG00000071082,19691,14274,5168,9811,9126,8619
ENSG00000071127,694,1201,242,913,1153,612
ENSG00000071189,1334,783,500,766,1450,566
ENSG00000071203,0,0,0,0,0,0
ENSG00000071205,2,0,1,3,12,0
ENSG00000071242,36,54,70,56,204,51
ENSG00000071243,360,466,283,386,329,330
ENSG00000071246,12,56,7,17,25,8
ENSG00000071282,22,7,5,30,16,15
ENSG00000071462,790,798,275,449,1009,278
ENSG00000071537,794,975,401,904,1745,596
ENSG00000071539,13,6,2,9,8,2
ENSG00000071553,200,377,80,326,329,212
ENSG00000071564,1284,2123,484,1554,2170,936
ENSG00000071575,1503,1320,487,1456,1302,789
ENSG00000071626,360,480,258,358,396,287
ENSG00000071655,40,81,20,51,300,16
ENSG00000071677,0,0,0,0,0,0
ENSG00000071794,164,192,54,216,308,133
ENSG00000071859,174,288,94,218,223,146
ENSG00000071889,180,147,56,105,234,34
ENSG00000071894,370,598,88,496,388,142
ENSG00000071909,5,6,30,12,0,0
ENSG00000071967,2,2,3,8,0,3
ENSG00000071991,0,0,1,1,0,0
ENSG00000071994,524,756,251,751,941,701
ENSG00000072041,8,7,1,9,1,9
ENSG00000072042,296,282,120,380,663,160
ENSG00000072062,65,145,45,144,169,85
ENSG00000072071,47,16,5,22,9,54
ENSG00000072080,1,0,0,0,0,0
ENSG00000072110,1,17,3,2,1,4
ENSG00000072121,916,761,252,585,1387,270
ENSG00000072133,116,99,44,49,181,76
ENSG00000072134,83,90,18,51,67,46
ENSG00000072135,800,1291,355,1577,3520,899
ENSG00000072163,86,97,17,137,120,77
ENSG00000072182,0,0,0,1,0,0
ENSG00000072195,0,0,0,2,0,0
ENSG00000072201,2,5,7,9,6,5
ENSG00000072210,305,347,97,354,239,171
ENSG00000072274,3198,2968,1138,3994,4510,3526
ENSG00000072310,195,201,49,80,216,93
ENSG00000072315,135,46,45,58,59,32
ENSG00000072364,2599,3403,1504,2128,4717,1767
ENSG00000072401,92,128,59,137,182,68
ENSG00000072415,572,667,341,521,910,455
ENSG00000072422,0,14,0,1,1,0
ENSG00000072501,1578,1813,490,1527,2825,1240
ENSG00000072506,91,142,27,69,76,41
ENSG00000072518,987,957,284,840,1931,567
ENSG00000072571,15,11,9,38,93,27
ENSG00000072609,494,441,187,512,618,256
ENSG00000072657,0,0,0,3,0,2
ENSG00000072682,0,5,1,4,0,0
ENSG00000072694,473,690,260,554,866,207
ENSG00000072736,894,1098,279,1034,1740,903
ENSG00000072756,261,307,144,359,345,230
ENSG00000072778,601,863,144,571,722,143
ENSG00000072786,1234,1450,516,1286,1811,896
ENSG00000072803,956,1139,537,969,1956,1050
ENSG00000072818,1069,1189,278,1213,914,429
ENSG00000072832,0,17,0,4,1,1
ENSG00000072840,3,6,2,0,5,2
ENSG00000072849,324,399,209,356,517,289
ENSG00000072858,949,885,327,670,1835,693
ENSG00000072864,648,1002,267,537,1041,469
ENSG00000072952,16,27,11,30,47,20
ENSG00000072954,47,40,11,20,4,6
ENSG00000072958,268,354,73,378,522,240
ENSG00000073008,1,1,1,0,0,0
ENSG00000073050,338,498,76,331,268,214
ENSG00000073060,309,239,42,304,261,157
ENSG00000073067,0,1,0,1,0,0
ENSG00000073111,20,65,7,54,96,44
ENSG00000073146,0,0,0,0,0,0
ENSG00000073150,0,0,0,0,0,0
ENSG00000073169,85,81,28,76,63,47
ENSG00000073282,93,138,48,257,957,159
ENSG00000073331,382,194,102,278,814,137
ENSG00000073350,65,125,12,47,114,19
ENSG00000073417,504,312,145,217,507,202
ENSG00000073464,85,78,13,75,431,101
ENSG00000073536,38,47,16,85,24,65
ENSG00000073578,208,125,64,136,219,110
ENSG00000073584,720,879,488,517,677,615
ENSG00000073598,0,4,0,1,0,0
ENSG00000073605,392,238,244,141,526,154
ENSG00000073614,2694,2696,1311,2895,4411,2397
ENSG00000073670,0,4,0,0,3,0
ENSG00000073711,24,71,44,38,161,65
ENSG00000073712,31,1,1,0,6,0
ENSG00000073734,18,7,0,3,0,0
