genes,bHCnaiveB_S1R1,bHCnaiveB_S1R2,bHCnaiveB_S1R3,bSLEnaiveB_S1R1,bSLEnaiveB_S1R2,bSLEnaiveB_S1R3
ENSG00000044115,377,812,131,515,2202,330
ENSG00000044446,384,764,116,430,942,268
ENSG00000044459,3,2,4,30,294,8
ENSG00000044524,0,1,0,0,0,0
ENSG00000044574,2155,2106,637,1357,3363,1037
ENSG00000046604,0,2,0,6,0,1
ENSG00000046647,105,212,24,106,45,60
ENSG00000046651,1784,3276,987,2782,4416,1242
ENSG00000046653,133,177,42,177,654,60
ENSG00000046774,0,0,0,3,0,0
ENSG00000046889,0,3,0,4,0,0
ENSG00000047056,789,584,229,391,536,330
ENSG00000047188,2257,2383,1223,1615,4600,1068
ENSG00000047230,82,227,50,147,259,58
ENSG00000047249,470,548,203,378,549,231
ENSG00000047315,1116,2464,716,1730,2898,982
ENSG00000047346,2179,3485,1432,2135,4826,1097
ENSG00000047365,2239,2848,716,1603,4563,743
ENSG00000047410,3496,5773,1910,3932,13484,1976
ENSG00000047457,36,81,11,107,259,33
ENSG00000047578,115,236,37,123,388,66
ENSG00000047579,572,647,172,483,616,320
ENSG00000047597,0,8,1,1,5,24
ENSG00000047617,0,2,0,6,0,0
ENSG00000047621,360,433,127,348,1436,182
ENSG00000047634,172,325,144,90,135,45
ENSG00000047644,859,2327,570,1111,2274,524
ENSG00000047648,52,27,9,6,54,13
ENSG00000047662,12,22,4,10,30,13
ENSG00000047849,684,1673,459,1460,5391,866
ENSG00000047932,735,960,352,776,2642,339
ENSG00000047936,0,0,0,20,0,0
ENSG00000048028,1254,2132,601,1452,3675,835
ENSG00000048052,2672,1788,1046,1328,2969,809
ENSG00000048140,134,164,38,107,668,51
ENSG00000048162,118,239,47,90,340,55
ENSG00000048342,162,64,58,84,92,40
ENSG00000048392,716,705,527,545,565,255
ENSG00000048405,1128,1559,642,875,2694,441
ENSG00000048462,24,7,7,76,9,14
ENSG00000048471,2033,4358,890,2551,2787,1453
ENSG00000048540,0,5,1,31,0,0
ENSG00000048544,496,504,215,372,776,186
ENSG00000048545,0,2,1,2,0,2
ENSG00000048649,2732,3537,1368,1980,7363,1237
ENSG00000048707,3610,3137,868,2126,6968,1611
ENSG00000048740,6414,9261,3050,4055,15834,2956
ENSG00000048828,1481,2589,1003,1543,3904,788
ENSG00000048991,1167,1318,384,968,4032,600
ENSG00000049089,59,73,10,43,70,7
ENSG00000049130,0,5,0,0,1,0
ENSG00000049167,400,496,176,405,384,144
ENSG00000049192,187,166,51,151,873,120
ENSG00000049239,402,749,174,441,910,294
ENSG00000049245,451,932,215,497,1556,320
ENSG00000049246,114,111,30,116,318,79
ENSG00000049247,103,0,3,8,64,0
ENSG00000049249,0,0,0,0,1,1
ENSG00000049283,0,0,0,2,0,0
ENSG00000049323,14,7,0,3,0,7
ENSG00000049449,15,142,16,70,53,19
ENSG00000049540,0,1,0,4,0,0
ENSG00000049541,68,119,15,138,63,56
ENSG00000049618,6961,5939,3105,3795,8051,2616
ENSG00000049656,258,396,245,300,756,160
ENSG00000049759,454,188,111,108,1025,94
ENSG00000049768,3,6,0,11,1,10
ENSG00000049769,20,88,9,35,136,15
ENSG00000049860,412,339,66,219,474,130
ENSG00000049883,424,421,85,295,649,177
ENSG00000050030,8,9,1,13,0,1
ENSG00000050130,115,180,53,192,373,102
ENSG00000050165,51,37,10,70,77,13
ENSG00000050327,14,39,16,46,29,41
ENSG00000050344,213,320,169,214,210,95
ENSG00000050393,264,309,114,192,169,139
ENSG00000050405,21,36,9,35,31,27
ENSG00000050426,382,762,207,478,1166,291
ENSG00000050438,172,285,68,141,186,103
ENSG00000050555,3,0,0,0,0,0
ENSG00000050628,0,3,1,1,25,0
ENSG00000050730,0,0,0,0,0,1
ENSG00000050748,943,947,296,594,1168,310
ENSG00000050767,0,14,0,7,1,0
ENSG00000050820,0,0,1,0,0,0
ENSG00000051009,287,470,86,199,394,115
ENSG00000051108,6384,6457,3386,1348,6488,3844
ENSG00000051128,1,2,5,4,0,0
ENSG00000051180,8,31,16,29,60,24
ENSG00000051341,28,37,7,18,108,0
ENSG00000051382,369,627,246,418,631,266
ENSG00000051523,654,1423,215,661,1198,416
ENSG00000051596,37,23,14,51,7,9
ENSG00000051620,524,1131,366,544,462,248
ENSG00000051825,746,795,226,720,1399,390
ENSG00000052126,2,4,0,6,6,3
ENSG00000052344,0,17,3,11,41,0
ENSG00000052723,519,777,381,690,1269,298
ENSG00000052749,367,163,58,134,279,137
ENSG00000052795,1,2,4,4,25,17
ENSG00000052802,305,269,122,243,1172,93
ENSG00000052841,2438,2921,1108,1999,6130,1171
ENSG00000052850,0,7,1,0,0,0
ENSG00000053108,2,5,3,4,5,1
ENSG00000053254,1931,2730,1158,1746,7480,1295
ENSG00000053328,237,117,39,104,392,51
ENSG00000053371,83,54,24,43,51,31
ENSG00000053372,41,95,38,106,6,32
ENSG00000053438,23,39,16,14,40,22
ENSG00000053501,237,254,53,188,483,102
ENSG00000053524,4,0,1,15,4,8
ENSG00000053702,88,96,32,97,148,75
ENSG00000053747,0,2,2,5,0,0
ENSG00000053770,728,1410,340,838,1728,345
ENSG00000053900,813,897,355,639,1437,435
ENSG00000053918,139,131,39,93,99,49
ENSG00000054116,259,330,102,342,244,212
ENSG00000054118,1993,3934,983,2152,5332,1893
ENSG00000054148,22,20,1,32,34,21
ENSG00000054179,0,0,0,1,0,0
ENSG00000054219,589,1379,353,893,1258,356
ENSG00000054267,2006,2862,1946,2132,4989,1197
ENSG00000054277,49,160,18,119,418,39
ENSG00000054282,480,392,141,344,491,180
ENSG00000054356,0,0,0,3,0,0
ENSG00000054392,276,77,31,131,64,92
ENSG00000054523,428,272,100,204,976,267
ENSG00000054598,0,7,4,9,1,4
ENSG00000054611,1201,945,264,783,2172,535
ENSG00000054654,2776,3155,1243,2036,6836,1323
ENSG00000054690,8,9,4,41,2,6
ENSG00000054793,63,10,0,2,0,1
ENSG00000054796,0,0,0,2,0,0
ENSG00000054803,0,1,0,1,0,0
ENSG00000054938,1,0,0,6,5,0
ENSG00000054965,719,666,170,522,3049,227
ENSG00000054967,200,184,57,110,202,68
ENSG00000054983,256,345,61,348,387,125
ENSG00000055044,1100,1438,657,841,1553,590
ENSG00000055070,823,1268,329,712,1972,500
ENSG00000055118,1,2,1,17,1,2
ENSG00000055130,1014,1549,327,845,2408,651
ENSG00000055147,270,308,202,336,323,157
ENSG00000055163,4223,5952,1234,4756,25738,2436
ENSG00000055208,3177,3840,1015,2493,10954,1521
ENSG00000055211,249,472,191,248,230,128
ENSG00000055332,904,1856,907,4092,28011,2136
ENSG00000055483,756,1261,260,584,1661,526
ENSG00000055609,10005,9164,3572,6073,26396,4156
ENSG00000055732,0,0,0,18,0,1
ENSG00000055813,0,0,0,0,0,0
ENSG00000055917,4525,5574,1832,3773,7526,2219
ENSG00000055950,94,198,31,181,120,77
ENSG00000055955,8,12,2,6,55,2
ENSG00000055957,0,0,0,3,5,0
ENSG00000056050,81,88,37,49,36,57
ENSG00000056097,1812,2857,954,1650,4889,998
ENSG00000056277,213,338,143,199,1093,89
ENSG00000056291,2,1,0,6,0,0
ENSG00000056487,0,0,0,0,0,0
ENSG00000056558,153,107,14,49,326,59
ENSG00000056586,1162,1532,849,1118,2559,658
ENSG00000056736,65,100,21,123,183,37
ENSG00000056972,415,430,107,310,251,208
ENSG00000056998,0,0,0,0,0,0
ENSG00000057019,21,104,41,67,23,14
ENSG00000057149,0,0,0,1,0,0
ENSG00000057252,555,912,225,577,1672,313
ENSG00000057294,2,1,0,3,0,0
ENSG00000057468,13,15,0,12,18,9
ENSG00000057593,0,0,0,0,0,0
ENSG00000057608,5233,4485,1108,4287,10529,2312
ENSG00000057657,112,359,65,23,1302,63
ENSG00000057663,544,688,221,348,1112,252
ENSG00000057704,232,172,76,202,1203,185
ENSG00000057757,480,459,161,369,159,213
ENSG00000057935,210,259,49,215,109,79
ENSG00000058056,411,649,119,134,702,150
ENSG00000058063,2682,3170,1118,1754,5490,1036
ENSG00000058085,0,0,0,10,2,0
ENSG00000058091,2432,1440,576,1519,15663,1001
ENSG00000058262,373,818,141,507,1272,364
ENSG00000058272,2229,2359,1065,1535,5878,1025
ENSG00000058335,10,19,2,5,28,9
ENSG00000058404,0,1,1,2,2,1
ENSG00000058453,43,70,45,41,41,47
ENSG00000058600,295,570,173,295,375,187
ENSG00000058668,155,126,90,176,932,168
ENSG00000058673,17,58,12,18,48,18
ENSG00000058729,1092,565,239,247,379,176
ENSG00000058799,131,141,47,109,305,86
ENSG00000058804,361,468,140,354,858,175
ENSG00000058866,275,42,29,23,2523,74
ENSG00000059122,190,371,54,227,607,283
ENSG00000059145,56,154,35,70,164,49
ENSG00000059377,11,17,17,57,200,15
ENSG00000059378,702,1480,254,957,2575,664
ENSG00000059573,285,242,51,221,960,159
ENSG00000059588,1040,1718,323,1009,2874,568
ENSG00000059691,81,133,28,104,168,45
ENSG00000059728,732,1131,247,430,528,425
ENSG00000059758,961,1428,768,605,2580,540
ENSG00000059769,138,58,69,52,90,31
ENSG00000059804,2282,2479,1269,620,1501,2418
ENSG00000059915,3,193,34,31,139,37
ENSG00000060069,195,181,39,116,549,36
ENSG00000060138,2293,6410,1308,1740,11893,865
ENSG00000060140,0,2,0,0,0,0
ENSG00000060237,5447,6555,1926,4265,17666,2664
ENSG00000060303,0,0,2,0,1,0
ENSG00000060339,1058,1759,1115,1280,2859,794
ENSG00000060491,80,167,49,105,255,76
ENSG00000060558,0,1,0,2,0,2
ENSG00000060566,0,0,0,0,0,0
ENSG00000060642,78,116,26,113,94,55
ENSG00000060656,8,1,1,0,0,0
ENSG00000060688,218,454,123,260,457,173
ENSG00000060709,1,3,1,661,1,0
ENSG00000060718,0,0,0,6,0,1
ENSG00000060749,674,919,343,571,2994,399
ENSG00000060762,175,530,70,161,385,88
ENSG00000060971,142,145,32,132,30,78
ENSG00000060982,28,21,13,28,216,50
ENSG00000061273,233,516,211,439,273,203
ENSG00000061337,0,3,0,0,1,0
ENSG00000061455,0,3,0,0,0,0
ENSG00000061492,0,0,0,0,0,5
ENSG00000061656,23,12,4,3,32,29
ENSG00000061676,0,4,0,5,9,2
ENSG00000061794,281,327,61,286,307,133
ENSG00000061918,6,6,3,4,45,1
ENSG00000061936,1658,2964,713,1313,3029,870
ENSG00000061938,239,431,83,351,924,221
ENSG00000061987,2287,2034,734,1426,3179,755
ENSG00000062038,0,0,0,0,1,7
ENSG00000062096,0,0,0,0,0,0
ENSG00000062194,3963,4869,1429,3291,4585,1878
ENSG00000062282,3,27,2,36,119,35
ENSG00000062370,8,20,3,45,1,7
ENSG00000062485,1092,2013,322,924,2900,734
ENSG00000062524,4,8,3,35,53,18
ENSG00000062582,9,21,6,16,13,2
ENSG00000062598,344,490,79,325,944,183
ENSG00000062650,1912,3658,911,1974,5387,1270
ENSG00000062716,969,629,217,737,3214,348
ENSG00000062725,919,1193,393,836,1677,425
ENSG00000062822,36,50,8,35,102,34
ENSG00000063015,9,59,11,37,54,22
ENSG00000063046,2031,3049,744,1961,3230,1273
ENSG00000063127,284,486,125,332,619,245
ENSG00000063169,132,308,110,176,292,98
ENSG00000063176,17,54,20,82,97,23
ENSG00000063177,10676,7494,1660,5196,4561,3193
ENSG00000063180,37,129,35,83,247,52
ENSG00000063241,67,39,7,44,26,13
ENSG00000063244,276,393,103,225,603,175
ENSG00000063245,371,685,240,408,568,269
ENSG00000063322,218,273,115,365,528,168
ENSG00000063438,0,0,0,0,2,0
ENSG00000063515,0,4,0,9,0,0
ENSG00000063587,596,633,123,262,857,236
ENSG00000063601,1012,1591,524,939,1739,634
ENSG00000063660,2,19,2,3,8,2
ENSG00000063761,125,96,10,35,72,13
ENSG00000063854,80,192,89,130,283,55
ENSG00000063978,954,1376,298,813,2283,718
ENSG00000064012,695,1352,453,1045,2590,478
ENSG00000064042,0,0,0,6,0,0
ENSG00000064102,195,137,51,205,107,88
ENSG00000064115,471,423,110,356,507,217
ENSG00000064195,0,0,0,1,0,0
ENSG00000064199,10,19,4,19,13,26
ENSG00000064201,197,145,44,102,454,84
ENSG00000064205,0,2,0,3,0,0
ENSG00000064218,0,0,0,0,0,0
ENSG00000064225,0,1,1,43,12,8
ENSG00000064270,6,4,1,7,2,1
ENSG00000064300,0,3,0,0,1,3
ENSG00000064309,1,2,0,22,0,0
ENSG00000064313,1441,1576,675,1064,2664,673
ENSG00000064393,473,838,340,649,3187,476
ENSG00000064419,617,779,410,689,811,420
ENSG00000064489,0,2,0,2,0,0
ENSG00000064490,57,62,7,58,76,28
ENSG00000064545,23,122,15,71,130,76
ENSG00000064547,135,94,26,62,84,22
ENSG00000064601,168,228,44,170,714,104
ENSG00000064607,1416,2661,585,1667,2679,878
ENSG00000064651,776,1239,543,686,1176,363
ENSG00000064652,36,13,17,8,26,5
ENSG00000064655,1,1,0,3,0,0
ENSG00000064666,1490,2671,353,2204,2863,1181
ENSG00000064687,208,555,95,406,1693,220
ENSG00000064692,0,0,0,0,1,0
ENSG00000064703,334,808,273,427,492,244
ENSG00000064726,794,971,357,746,1391,316
ENSG00000064763,230,283,157,211,586,81
ENSG00000064787,0,0,6,9,6,9
ENSG00000064835,3,4,1,1,0,0
ENSG00000064886,104,102,32,363,84,75
ENSG00000064932,56,204,26,99,121,80
ENSG00000064933,337,463,242,260,461,140
ENSG00000064961,98,106,26,100,15,47
ENSG00000064989,10,16,4,10,39,8
ENSG00000064995,597,1257,386,602,840,570
ENSG00000064999,140,261,46,242,271,132
ENSG00000065000,328,473,116,215,1073,190
ENSG00000065029,328,826,126,374,852,244
ENSG00000065054,0,0,0,0,0,1
ENSG00000065057,13,13,1,5,2,12
ENSG00000065060,743,654,165,315,1028,239
ENSG00000065135,1919,2105,656,1401,3177,863
ENSG00000065150,1451,2200,604,1279,2786,828
ENSG00000065154,116,185,101,88,67,52
ENSG00000065183,76,325,103,310,438,168
ENSG00000065243,1473,2141,779,1199,1846,599
ENSG00000065268,40,31,11,17,7,15
ENSG00000065308,197,377,90,208,1016,144
ENSG00000065320,8,17,12,15,41,1
ENSG00000065325,1,0,0,10,0,0
ENSG00000065328,6,5,1,0,13,1
ENSG00000065357,854,2321,439,983,3481,743
ENSG00000065361,10,10,1,11,1,8
ENSG00000065371,0,0,0,0,0,0
ENSG00000065413,7776,9727,3021,5029,10418,2760
ENSG00000065427,795,971,267,594,1346,378
ENSG00000065457,205,503,87,349,944,190
ENSG00000065485,6,22,4,24,3,21
ENSG00000065491,121,235,116,141,829,121
ENSG00000065518,246,504,97,246,152,158
ENSG00000065526,3464,6266,1244,3262,15932,2205
ENSG00000065534,92,96,18,171,234,31
ENSG00000065548,1666,2223,1206,1580,2915,720
ENSG00000065559,399,868,141,507,1100,245
ENSG00000065600,212,181,60,174,381,99
ENSG00000065609,0,7,0,0,0,0
ENSG00000065613,921,1700,571,1114,2314,590
ENSG00000065615,1389,1466,795,962,2012,620
ENSG00000065618,10,34,5,18,1,16
ENSG00000065621,81,49,21,68,173,13
ENSG00000065665,312,416,115,202,1844,135
ENSG00000065675,0,2,0,0,0,3
ENSG00000065717,3,4,0,4,0,0
ENSG00000065802,210,508,110,266,353,179
ENSG00000065809,2679,3382,2179,2650,3457,1742
ENSG00000065833,0,0,0,3,0,0
ENSG00000065882,2030,2655,710,1544,3827,880
ENSG00000065883,3045,5286,1403,2136,6318,1622
ENSG00000065911,139,151,76,85,290,50
ENSG00000065923,2432,4807,1276,2264,4184,1374
ENSG00000065970,287,649,157,372,1438,295
ENSG00000065978,1444,2138,561,1024,1832,602
ENSG00000065989,37,13,3,10,35,7
ENSG00000066027,654,984,329,639,883,449
ENSG00000066032,0,2,0,7,0,1
ENSG00000066044,415,695,164,361,744,289
ENSG00000066056,8,0,1,0,0,1
ENSG00000066084,2120,3693,1032,1893,6046,1278
ENSG00000066117,629,1225,281,510,2609,415
ENSG00000066135,109,213,62,128,166,100
ENSG00000066136,730,1384,330,883,1693,490
ENSG00000066185,7,3,4,7,19,3
ENSG00000066230,6,5,1,2,2,1
ENSG00000066248,0,2,0,0,0,0
ENSG00000066279,1,5,9,13,7,2
ENSG00000066294,1600,1335,381,1101,7508,849
ENSG00000066322,130,232,38,159,641,139
ENSG00000066336,92,132,49,95,652,57
ENSG00000066379,252,224,60,196,166,99
ENSG00000066382,20,23,8,9,56,29
ENSG00000066405,0,0,0,0,0,0
ENSG00000066422,718,1283,393,775,2029,390
ENSG00000066427,680,803,301,827,1194,352
ENSG00000066455,364,622,186,455,1111,209
ENSG00000066468,0,6,0,1,0,1
ENSG00000066557,242,346,241,227,461,89
ENSG00000066583,125,146,35,83,297,32
ENSG00000066629,4,1,1,0,0,0
ENSG00000066651,195,416,139,277,339,113
ENSG00000066654,940,1714,940,932,1536,647
ENSG00000066697,64,94,51,82,8,49
ENSG00000066735,0,0,0,0,1,0
ENSG00000066739,1182,1794,469,1095,2867,653
ENSG00000066777,1995,1558,576,1405,5249,885
ENSG00000066813,4,1,0,25,0,1
ENSG00000066827,416,317,87,151,1285,117
ENSG00000066855,249,321,167,210,298,82
ENSG00000066923,282,257,53,155,288,113
ENSG00000066926,158,194,51,136,179,95
ENSG00000066933,1908,1645,526,1131,3264,659
ENSG00000067048,4,3,1002,6,8,2
ENSG00000067057,133,536,72,311,451,147
ENSG00000067064,2597,1880,773,970,2821,848
ENSG00000067066,8152,13049,4794,7688,24800,4321
ENSG00000067082,11082,6896,1741,2419,12917,7134
ENSG00000067113,160,90,39,71,173,40
ENSG00000067141,21,128,7,46,50,77
ENSG00000067167,1681,2090,793,1570,3688,855
ENSG00000067177,1,1,0,2,3,3
ENSG00000067182,0,4,2,1,72,7
ENSG00000067191,5,5,4,6,39,24
ENSG00000067208,645,555,280,320,1110,236
ENSG00000067221,8,37,16,94,112,16
ENSG00000067225,820,871,184,861,2763,471
ENSG00000067248,384,576,222,397,923,280
ENSG00000067334,1028,1233,728,967,2477,447
ENSG00000067365,183,176,37,161,698,32
ENSG00000067369,675,899,228,483,1623,396
ENSG00000067445,0,19,0,31,50,3
ENSG00000067533,681,967,391,567,622,340
ENSG00000067560,8965,10686,2990,8175,34567,5873
ENSG00000067596,521,965,247,461,1641,395
ENSG00000067601,102,107,23,67,161,45
ENSG00000067606,91,76,20,65,36,36
ENSG00000067646,2,2,252,1,1,1
ENSG00000067704,775,930,478,666,1387,498
ENSG00000067715,111,24,14,19,204,17
ENSG00000067798,5,0,0,6,0,2
ENSG00000067829,231,294,38,192,727,149
ENSG00000067836,1,27,1,28,41,8
ENSG00000067840,0,0,0,0,0,0
ENSG00000067842,0,1,1,5,0,0
ENSG00000067900,2176,2643,1468,2090,8836,964
ENSG00000067955,1404,1354,541,925,1723,563
ENSG00000067992,995,1397,465,712,1627,459
ENSG00000068001,11,6,1,2,38,1
ENSG00000068024,192,226,57,192,887,139
ENSG00000068028,286,412,110,170,167,188
ENSG00000068078,0,2,0,5,1,1
ENSG00000068079,67,80,14,88,506,71
ENSG00000068097,679,561,154,1049,1326,326
ENSG00000068120,144,258,49,246,245,118
ENSG00000068137,1,3,0,0,0,1
ENSG00000068305,3234,2928,1031,2303,15246,1502
ENSG00000068308,435,989,276,569,1919,378
ENSG00000068323,68,330,88,118,492,143
ENSG00000068354,218,369,86,198,559,140
ENSG00000068366,854,668,370,472,2202,320
ENSG00000068383,42,166,34,84,160,41
ENSG00000068394,57,116,28,72,470,62
ENSG00000068400,436,817,221,441,1065,300
ENSG00000068438,301,312,96,212,163,110
ENSG00000068489,1,22,10,30,177,42
ENSG00000068615,3,1,1,9,0,0
ENSG00000068650,479,1234,421,803,1339,364
ENSG00000068654,381,548,144,434,1266,191
ENSG00000068697,1172,1490,962,1111,1810,832
ENSG00000068724,858,1400,235,795,3326,540
ENSG00000068745,557,674,310,531,473,275
ENSG00000068781,0,0,0,0,0,0
ENSG00000068784,465,307,74,336,1462,156
ENSG00000068796,1402,2225,643,1742,3735,1054
ENSG00000068831,1160,2229,915,1543,1605,931
ENSG00000068878,1905,3088,759,1872,3235,1054
ENSG00000068885,269,270,146,199,216,94
ENSG00000068903,227,286,40,201,740,116
ENSG00000068912,409,708,336,409,1088,193
ENSG00000068971,28,104,8,43,224,15
ENSG00000068976,84,180,28,60,222,40
ENSG00000068985,0,0,0,2,0,0
ENSG00000069011,0,1,0,0,0,1
ENSG00000069018,3,1,0,0,0,0
ENSG00000069020,256,104,35,114,160,105
ENSG00000069122,0,0,0,0,0,0
ENSG00000069188,277,981,235,367,199,331
ENSG00000069206,0,0,0,2,1,0
ENSG00000069248,409,885,309,428,889,349
ENSG00000069275,3778,4390,1968,4186,7230,2272
ENSG00000069329,1486,2054,520,1708,3847,947
ENSG00000069345,1083,1361,539,1082,1193,453
ENSG00000069399,62,231,175,48,538,65
ENSG00000069424,266,552,106,336,703,252
ENSG00000069431,2,6,0,0,1,1
ENSG00000069482,0,0,0,0,0,0
ENSG00000069493,6860,8532,2365,6818,24879,3897
ENSG00000069509,121,100,40,101,47,35
ENSG00000069535,0,4,0,12,0,0
ENSG00000069667,454,278,181,217,796,147
ENSG00000069696,0,0,0,0,0,0
ENSG00000069702,2,1,2,12,176,2
ENSG00000069764,0,3,4,0,0,0
ENSG00000069812,0,0,0,2,0,0
ENSG00000069849,246,258,93,95,184,101
ENSG00000069869,3,4,1,68,1,1
ENSG00000069943,719,609,314,444,1653,408
ENSG00000069956,220,552,253,229,382,167
ENSG00000069966,1292,1235,441,849,1616,548
ENSG00000069974,436,536,111,353,398,162
ENSG00000069998,105,72,27,76,170,21
ENSG00000070010,475,967,287,343,797,255
ENSG00000070018,13,63,18,36,22,5
ENSG00000070019,6,3,3,3,0,1
ENSG00000070031,0,0,0,0,0,0
ENSG00000070047,88,210,45,114,282,102
ENSG00000070061,697,1430,391,775,1748,595
ENSG00000070081,41,74,67,50,100,31
ENSG00000070087,32,98,24,8,12,8
ENSG00000070159,0,3,0,7,0,0
ENSG00000070182,0,1,0,1,0,2
ENSG00000070190,3489,3503,1265,2631,23574,1386
ENSG00000070193,0,1,0,0,0,0
ENSG00000070214,586,582,276,641,699,223
ENSG00000070269,402,593,103,433,979,231
ENSG00000070366,227,343,75,173,509,137
ENSG00000070367,741,978,382,672,2029,381
ENSG00000070371,24,38,12,5,3,5
ENSG00000070388,1,5,1,2,1,0
ENSG00000070404,1,9,0,13,60,2
ENSG00000070413,332,331,78,169,322,182
ENSG00000070423,211,370,86,166,327,109
ENSG00000070444,138,250,148,144,553,77
ENSG00000070476,411,693,225,290,799,221
ENSG00000070495,274,180,63,117,467,103
ENSG00000070501,222,174,119,180,170,127
ENSG00000070526,0,0,0,5,0,0
ENSG00000070540,27,41,15,19,39,41
ENSG00000070601,0,2,0,2,0,0
ENSG00000070610,218,468,51,255,534,140
ENSG00000070614,137,46,16,45,795,47
ENSG00000070669,54,42,4,15,4,7
ENSG00000070718,315,290,65,89,207,128
ENSG00000070729,0,1,0,2,0,1
ENSG00000070731,0,3,1,0,60,1
ENSG00000070748,0,0,0,1,0,0
ENSG00000070756,14005,21641,9395,10363,23721,7338
ENSG00000070759,194,238,38,103,115,116
ENSG00000070761,77,134,40,159,122,90
ENSG00000070770,530,1127,264,755,1748,450
ENSG00000070778,0,0,0,12,13,0
ENSG00000070785,86,132,25,133,548,104
ENSG00000070808,1,1,0,5,0,1
ENSG00000070814,3319,3054,903,788,4319,1126
ENSG00000070831,3566,4041,1603,2234,4007,1709
ENSG00000070882,478,784,178,663,786,321
ENSG00000070886,0,1,0,1,0,0
ENSG00000070915,0,2,2,4,24,5
ENSG00000070950,312,615,133,317,1010,193
ENSG00000070961,4851,5965,2637,3657,7518,2393
ENSG00000070985,0,1,0,0,0,0
ENSG00000071051,1470,2683,978,744,3906,594
ENSG00000071054,3769,5659,2191,4115,5012,2467
ENSG00000071073,181,219,64,105,74,142
ENSG00000071082,20045,11076,3336,8626,5548,5761
ENSG00000071127,748,898,248,642,1919,299
ENSG00000071189,1836,1387,600,752,1725,465
ENSG00000071203,0,2,0,0,4,0
ENSG00000071205,4,1,2,4,34,3
ENSG00000071242,55,90,84,96,366,42
ENSG00000071243,588,1092,389,424,600,273
ENSG00000071246,12,40,15,12,35,16
ENSG00000071282,6,2,1,3,0,2
ENSG00000071462,799,959,427,457,508,391
ENSG00000071537,905,1391,666,979,3054,497
ENSG00000071539,6,19,6,8,0,4
ENSG00000071553,177,305,65,220,628,143
ENSG00000071564,1434,2491,578,1392,4483,781
ENSG00000071575,1161,1874,455,1593,1371,938
ENSG00000071626,443,514,189,381,485,252
ENSG00000071655,73,71,15,40,72,24
ENSG00000071677,0,0,0,0,0,0
ENSG00000071794,353,326,65,232,420,116
ENSG00000071859,64,166,40,212,111,117
ENSG00000071889,115,181,63,130,92,74
ENSG00000071894,318,830,91,380,735,140
ENSG00000071909,0,1,7,4,0,0
ENSG00000071967,1,0,1,1,3,2
ENSG00000071991,0,0,0,2,1,0
ENSG00000071994,574,863,265,595,890,363
ENSG00000072041,0,6,0,5,1,0
ENSG00000072042,240,328,87,267,581,137
ENSG00000072062,139,228,41,151,745,115
ENSG00000072071,50,48,14,26,747,28
ENSG00000072080,0,0,0,0,0,0
ENSG00000072110,5,9,2,9,0,10
ENSG00000072121,767,1069,241,766,2113,390
ENSG00000072133,25,43,6,0,2,0
ENSG00000072134,67,101,21,41,84,30
ENSG00000072135,838,1167,228,1038,3288,608
ENSG00000072163,137,57,21,115,294,54
ENSG00000072182,0,2,0,2,0,0
ENSG00000072195,1,0,0,9,2,1
ENSG00000072201,13,18,17,10,19,3
ENSG00000072210,433,425,55,385,674,159
ENSG00000072274,967,1527,412,1148,2430,902
ENSG00000072310,150,322,54,117,424,95
ENSG00000072315,247,158,59,82,260,44
ENSG00000072364,3813,6628,2572,2897,10070,1950
ENSG00000072401,130,221,87,106,155,57
ENSG00000072415,496,794,397,517,2053,282
ENSG00000072422,0,20,4,44,5,10
ENSG00000072501,2297,2754,617,1935,4382,1084
ENSG00000072506,71,121,18,44,61,32
ENSG00000072518,784,1002,285,875,4247,524
ENSG00000072571,4,27,3,21,30,10
ENSG00000072609,302,551,164,403,1292,364
ENSG00000072657,0,0,1,9,1,1
ENSG00000072682,0,3,0,1,1,0
ENSG00000072694,914,962,241,848,3237,372
ENSG00000072736,2662,3615,616,1955,6914,1573
ENSG00000072756,363,493,144,407,577,103
ENSG00000072778,348,879,124,565,991,253
ENSG00000072786,1147,1523,438,1127,3659,747
ENSG00000072803,1204,1666,545,1172,1952,787
ENSG00000072818,691,1041,194,927,848,558
ENSG00000072832,12,3,2,23,0,1
ENSG00000072840,0,1,0,1,94,3
ENSG00000072849,298,1001,253,376,684,207
ENSG00000072858,1455,1586,383,935,2148,655
ENSG00000072864,567,912,207,645,2366,509
ENSG00000072952,11,80,41,41,349,31
ENSG00000072954,22,46,10,33,6,28
ENSG00000072958,317,460,81,355,868,154
ENSG00000073008,0,2,1,2,0,0
ENSG00000073050,486,493,65,335,1115,256
ENSG00000073060,50,70,36,124,189,62
ENSG00000073067,1,1,2,0,0,0
ENSG00000073111,52,55,6,73,62,48
ENSG00000073146,0,0,0,0,0,2
ENSG00000073150,0,0,0,0,0,0
ENSG00000073169,93,184,37,70,88,67
ENSG00000073282,34,47,17,28,85,52
ENSG00000073331,562,278,109,389,1007,229
ENSG00000073350,26,55,19,35,38,17
ENSG00000073417,425,601,142,353,603,234
ENSG00000073464,496,818,104,375,720,250
ENSG00000073536,38,53,4,58,41,25
ENSG00000073578,248,229,78,230,379,104
ENSG00000073584,839,1846,769,590,2642,409
ENSG00000073598,3,0,1,7,10,0
ENSG00000073605,253,524,181,262,341,330
ENSG00000073614,3360,4418,1442,3155,8478,1913
