genes,aHCnaiveB_S1R1,aHCnaiveB_S1R3,aHCnaiveB_S1R4,aSLEnaiveB_S1R1,aSLEnaiveB_S1R2,aSLEnaiveB_S1R3,aSLEnaiveB_S1R4
ENSG00000037897,9,64,76,138,133,182,291
ENSG00000037965,0,24,46,0,0,0,0
ENSG00000038002,79,60,86,949,1031,680,1086
ENSG00000038210,118,26,53,2414,1969,615,1312
ENSG00000038219,291,130,325,9797,9975,8781,10888
ENSG00000038274,1366,81,173,7708,8472,3814,8656
ENSG00000038295,9,50,51,0,0,0,0
ENSG00000038358,171,224,242,3302,2131,3588,3551
ENSG00000038382,713,415,425,8128,10456,13555,15625
ENSG00000038427,3,50,64,0,1,0,2
ENSG00000038532,775,273,237,3702,3789,3103,4020
ENSG00000038945,3,31,50,0,0,0,1
ENSG00000039068,3,44,78,2,1,0,1
ENSG00000039123,77,42,38,1702,2305,1036,2027
ENSG00000039139,7,202,198,1,1,1,1
ENSG00000039319,59,124,80,1322,940,797,890
ENSG00000039523,356,110,147,6337,6001,8341,10232
ENSG00000039537,2,10,36,0,0,0,0
ENSG00000039560,0,140,84,3,8,2,10
ENSG00000039600,6,81,75,96,65,41,36
ENSG00000039650,121,127,196,3580,3180,3829,5189
ENSG00000039987,3,64,98,2,1,3,1
ENSG00000040199,176,105,72,2018,1992,1859,2476
ENSG00000040275,22,25,17,414,388,346,676
ENSG00000040341,75,107,90,860,1015,684,1132
ENSG00000040487,23,115,90,702,561,673,837
ENSG00000040531,99,110,198,1179,724,728,974
ENSG00000040608,1,157,177,11,1,0,1
ENSG00000040633,137,57,138,770,997,467,915
ENSG00000040731,0,9,4,0,0,0,0
ENSG00000040933,83,294,218,918,794,395,1050
ENSG00000041353,0,28,13,1,1,0,0
ENSG00000041357,270,120,186,3632,3797,3196,4507
ENSG00000041515,0,80,55,0,0,0,0
ENSG00000041802,263,123,126,1711,1607,1548,3049
ENSG00000041880,59,126,86,691,1241,1360,1372
ENSG00000041982,13,59,58,1,0,0,0
ENSG00000041988,27,74,142,382,622,364,601
ENSG00000042062,227,220,224,272,140,222,324
ENSG00000042088,242,112,132,1871,1783,1379,1864
ENSG00000042286,29,47,58,257,426,179,546
ENSG00000042304,0,101,70,0,0,0,0
ENSG00000042317,13,95,35,24,44,65,96
ENSG00000042429,157,128,141,910,570,632,881
ENSG00000042445,39,154,82,633,646,526,760
ENSG00000042493,209,53,101,8076,7013,2982,6840
ENSG00000042753,37,57,49,703,980,561,968
ENSG00000042781,8,112,69,0,0,2,2
ENSG00000042813,1,23,45,1,2,0,7
ENSG00000042832,10,84,56,94,76,59,69
ENSG00000042980,822,69,143,32583,13292,21103,23263
ENSG00000043039,2,71,15,0,2,0,1
ENSG00000043093,102,46,44,1958,1804,1824,2158
ENSG00000043143,1090,228,192,14701,11729,7850,11488
ENSG00000043355,1,55,67,0,0,0,0
ENSG00000043462,39,63,53,93,39,304,333
ENSG00000043514,80,58,62,694,660,648,954
ENSG00000043591,0,41,45,13,6,0,6
ENSG00000044012,0,26,5,0,0,0,0
ENSG00000044090,113,191,180,1684,1226,1650,1695
ENSG00000044115,308,182,164,2655,3010,2190,3072
ENSG00000044446,357,116,100,2427,2497,2525,3096
ENSG00000044459,3,115,102,55,6,0,10
ENSG00000044524,4,105,33,0,2,0,1
ENSG00000044574,756,150,176,12297,9852,11387,18932
ENSG00000046604,0,42,33,0,2,0,1
ENSG00000046647,60,57,85,577,537,626,994
ENSG00000046651,535,96,127,8090,7357,8774,7439
ENSG00000046653,10,8,33,78,52,62,81
ENSG00000046774,0,15,10,0,0,0,0
ENSG00000046889,4,48,51,0,0,2,0
ENSG00000047056,297,232,118,2923,2944,2307,3427
ENSG00000047188,186,54,145,4022,3137,3830,4405
ENSG00000047230,95,136,115,360,415,459,648
ENSG00000047249,162,147,107,1552,1531,927,1451
ENSG00000047315,411,85,149,5185,4932,3634,5652
ENSG00000047346,390,44,123,10383,9818,7267,12243
ENSG00000047365,324,129,103,6675,6454,4861,8463
ENSG00000047410,142,134,180,9655,8689,7231,9846
ENSG00000047457,12,37,41,41,25,16,46
ENSG00000047578,90,200,146,1150,1016,1235,1351
ENSG00000047579,401,74,91,2136,2103,1510,2114
ENSG00000047597,1,23,44,2,9,5,8
ENSG00000047617,0,70,36,0,0,0,0
ENSG00000047621,35,20,32,950,882,577,924
ENSG00000047634,31,93,19,1345,764,1622,1397
ENSG00000047644,671,229,298,9150,10190,7574,13124
ENSG00000047648,10,185,171,14,6,9,31
ENSG00000047662,19,79,67,46,44,37,49
ENSG00000047849,729,255,239,5314,5205,6038,6727
ENSG00000047932,130,53,85,2920,2645,2142,2822
ENSG00000047936,1,101,96,0,0,0,0
ENSG00000048028,436,104,107,4958,4426,3041,5008
ENSG00000048052,231,77,118,6395,6629,3199,7398
ENSG00000048140,45,133,122,2159,2147,1199,2008
ENSG00000048162,66,112,75,468,455,637,781
ENSG00000048342,21,114,79,54,32,40,55
ENSG00000048392,189,61,66,6174,6695,3935,8169
ENSG00000048405,245,94,130,8006,6121,6701,10860
ENSG00000048462,53,22,45,266,143,69,109
ENSG00000048471,1959,196,217,15243,17038,18080,24632
ENSG00000048540,3,49,17,0,0,0,1
ENSG00000048544,147,14,27,1108,1280,1185,1651
ENSG00000048545,1,39,13,0,0,1,0
ENSG00000048649,448,66,125,5069,5089,4064,5462
ENSG00000048707,649,179,231,9194,8269,6823,8899
ENSG00000048740,1558,187,288,12357,11455,10263,15916
ENSG00000048828,1230,153,186,8331,9093,7521,11271
ENSG00000048991,252,101,108,1903,2188,1465,2282
ENSG00000049089,43,163,195,1449,1689,2574,2942
ENSG00000049130,0,14,18,0,0,1,0
ENSG00000049167,65,152,95,600,616,491,707
ENSG00000049192,22,120,74,588,375,374,291
ENSG00000049239,320,254,323,5831,4658,4508,6930
ENSG00000049245,237,109,91,2328,2162,2257,2839
ENSG00000049246,24,189,134,119,67,121,127
ENSG00000049247,4,21,15,0,0,0,0
ENSG00000049249,2,101,74,0,0,1,0
ENSG00000049283,3,132,122,4,1,7,14
ENSG00000049323,1,76,59,1,1,1,6
ENSG00000049449,17,48,73,166,154,348,246
ENSG00000049540,3,201,211,0,0,0,1
ENSG00000049541,161,79,79,679,1153,490,880
ENSG00000049618,1543,481,519,16806,14278,11452,17247
ENSG00000049656,310,222,220,3524,3563,2517,4155
ENSG00000049759,68,390,370,471,557,447,559
ENSG00000049768,1,82,48,31,21,38,72
ENSG00000049769,17,61,40,212,215,143,236
ENSG00000049860,242,45,73,1094,1098,1714,1140
ENSG00000049883,55,108,67,519,770,560,778
ENSG00000050030,2,61,34,11,6,23,17
ENSG00000050130,132,61,134,1098,1170,667,1153
ENSG00000050165,10,68,77,3,5,14,6
ENSG00000050327,21,30,8,205,211,156,262
ENSG00000050344,12,52,62,127,109,184,125
ENSG00000050393,93,75,117,844,1057,563,1008
ENSG00000050405,17,59,117,25,62,107,107
ENSG00000050426,332,95,43,2320,2552,2618,3232
ENSG00000050438,61,158,150,668,849,617,664
ENSG00000050555,4,352,352,5,6,7,19
ENSG00000050628,3,91,54,6,6,2,3
ENSG00000050730,0,44,32,0,0,0,0
ENSG00000050748,287,131,123,2346,2506,1819,2683
ENSG00000050767,1,129,151,8,16,9,21
ENSG00000050820,1,297,475,0,1,0,0
ENSG00000051009,124,53,70,1702,1458,1846,2020
ENSG00000051108,1543,163,276,23942,16601,7093,23891
ENSG00000051128,2,55,48,11,11,11,22
ENSG00000051180,9,110,53,40,43,33,60
ENSG00000051341,11,117,71,101,89,85,98
ENSG00000051382,98,37,64,1122,931,747,964
ENSG00000051523,328,92,189,23559,26336,23057,36021
ENSG00000051596,67,42,70,233,560,205,298
ENSG00000051620,301,184,216,4833,3865,3686,6549
ENSG00000051825,76,205,220,1264,1353,1373,1453
ENSG00000052126,16,187,141,1,5,1,5
ENSG00000052344,1,53,64,7,1,2,2
ENSG00000052723,175,92,43,2031,2907,2157,2853
ENSG00000052749,111,217,126,1039,1100,1042,1673
ENSG00000052795,5,145,103,0,0,0,1
ENSG00000052802,99,35,83,734,833,548,764
ENSG00000052841,669,80,101,7124,6508,4432,6714
ENSG00000052850,3,89,88,2,0,2,2
ENSG00000053108,6,97,80,11,34,16,141
ENSG00000053254,391,90,116,9563,10105,7464,10982
ENSG00000053328,5,63,51,16,21,7,20
ENSG00000053371,80,78,106,821,985,690,949
ENSG00000053372,68,68,78,1056,1176,801,1738
ENSG00000053438,12,43,37,67,84,170,175
ENSG00000053501,96,80,125,1058,1171,1190,1500
ENSG00000053524,13,124,169,1,0,2,0
ENSG00000053702,73,27,7,340,369,537,601
ENSG00000053747,5,200,111,2,10,3,2
ENSG00000053770,171,92,99,2846,2593,2659,3182
ENSG00000053900,171,31,123,3318,2256,2427,3589
ENSG00000053918,29,135,216,1538,1679,1767,2537
ENSG00000054116,98,104,86,1552,2103,1051,1797
ENSG00000054118,1111,76,206,9489,9380,9273,13222
ENSG00000054148,3,34,109,196,213,178,215
ENSG00000054179,0,94,167,0,0,1,0
ENSG00000054219,118,87,120,1857,2675,1550,2175
ENSG00000054267,474,70,183,11201,9411,6124,9641
ENSG00000054277,91,4,13,329,584,226,470
ENSG00000054282,123,107,92,1149,1667,922,1398
ENSG00000054356,0,263,310,3,2,3,3
ENSG00000054392,56,65,64,316,296,271,327
ENSG00000054523,130,237,173,715,458,442,513
ENSG00000054598,2,63,102,9,3,1,3
ENSG00000054611,404,222,233,5408,5774,3737,6115
ENSG00000054654,248,426,423,10964,10328,3356,8998
ENSG00000054690,16,264,131,26,30,35,29
ENSG00000054793,16,117,62,0,0,1,0
ENSG00000054796,0,103,91,0,0,0,0
ENSG00000054803,1,49,75,0,0,0,0
ENSG00000054938,3,49,54,1,0,0,0
ENSG00000054965,386,99,150,2672,2399,2450,2868
ENSG00000054967,94,163,209,2609,3066,2121,3303
ENSG00000054983,69,77,86,999,721,659,858
ENSG00000055044,263,41,45,4103,2778,3722,4907
ENSG00000055070,166,85,71,6465,7029,5249,7704
ENSG00000055118,5,135,269,24,19,21,34
ENSG00000055130,362,147,130,5090,5065,3866,5768
ENSG00000055147,102,102,67,852,863,706,905
ENSG00000055163,3999,128,540,24134,24202,17573,24570
ENSG00000055208,514,81,112,7325,7506,4878,7877
ENSG00000055211,170,20,46,1226,1340,980,1671
ENSG00000055332,158,82,89,13656,11338,1640,3165
ENSG00000055483,399,279,281,3695,3162,3409,4915
ENSG00000055609,851,366,496,10244,8165,7459,10201
ENSG00000055732,0,59,51,0,0,0,0
ENSG00000055813,1,51,21,0,0,0,0
ENSG00000055917,999,106,258,11407,11845,6927,11457
ENSG00000055950,120,65,71,1015,1141,917,1402
ENSG00000055955,5,10,8,38,26,47,67
ENSG00000055957,3,84,129,25,23,51,30
ENSG00000056050,22,21,30,323,457,325,450
ENSG00000056097,515,33,121,7820,8224,5549,8983
ENSG00000056277,43,29,26,311,323,289,401
ENSG00000056291,0,51,15,0,0,0,0
ENSG00000056487,3,139,124,0,0,0,1
ENSG00000056558,32,86,126,1505,659,1487,1487
ENSG00000056586,476,298,356,7209,6937,4916,6774
ENSG00000056736,31,99,96,87,108,18,53
ENSG00000056972,204,48,77,1384,1618,1596,1930
ENSG00000056998,0,48,28,1,0,0,0
ENSG00000057019,14,72,101,105,290,175,219
ENSG00000057149,0,2,6,0,0,0,0
ENSG00000057252,267,59,75,1621,1059,1149,1060
ENSG00000057294,5,90,80,0,0,3,1
ENSG00000057468,1,54,22,35,19,34,246
ENSG00000057593,0,207,212,2,2,0,1
ENSG00000057608,1471,84,160,9492,13276,6108,10011
ENSG00000057657,23,120,112,144,310,393,408
ENSG00000057663,91,56,62,2592,2492,1639,2497
ENSG00000057704,53,15,27,2018,1829,680,899
ENSG00000057757,412,69,177,1764,2135,1696,2450
ENSG00000057935,105,175,175,538,556,681,870
ENSG00000058056,71,165,254,497,661,405,787
ENSG00000058063,333,49,95,7641,6916,4748,6568
ENSG00000058085,1,50,42,1,1,2,0
ENSG00000058091,243,47,51,5441,4581,2397,5640
ENSG00000058262,543,112,152,4878,4780,3498,5603
ENSG00000058272,308,53,174,6894,4856,4733,6846
ENSG00000058335,5,116,110,18,15,52,12
ENSG00000058404,4,240,295,3,0,5,1
ENSG00000058453,27,499,654,2337,2980,4486,5509
ENSG00000058600,289,252,263,1959,2289,2682,3537
ENSG00000058668,85,47,93,324,320,128,323
ENSG00000058673,17,22,20,32,18,36,38
ENSG00000058729,51,8,17,894,1162,1033,1365
ENSG00000058799,82,98,17,676,649,397,687
ENSG00000058804,238,90,72,1009,1254,732,1178
ENSG00000058866,4,140,72,56,20,6,27
ENSG00000059122,70,264,402,3703,1954,3081,5844
ENSG00000059145,56,223,244,1662,1583,1830,2535
ENSG00000059377,31,125,113,139,102,71,113
ENSG00000059378,833,121,218,13722,9182,5773,9334
ENSG00000059573,291,24,53,1221,1314,883,1269
ENSG00000059588,281,88,151,3958,3169,4101,4368
ENSG00000059691,75,124,185,620,730,434,705
ENSG00000059728,58,162,79,1212,1451,1393,1955
ENSG00000059758,255,40,71,5072,3374,2731,4425
ENSG00000059769,20,88,87,310,416,332,376
ENSG00000059804,392,143,116,17102,8496,3204,10805
ENSG00000059915,11,106,171,125,209,219,336
ENSG00000060069,65,212,310,1902,2030,1339,2417
ENSG00000060138,1520,177,318,6316,9388,8860,21559
ENSG00000060140,0,27,33,0,0,1,0
ENSG00000060237,1198,116,210,7346,7135,6070,6811
ENSG00000060303,0,10,12,1,1,6,3
ENSG00000060339,292,61,109,4808,4030,4337,6012
ENSG00000060491,39,108,177,6893,5194,5173,7123
ENSG00000060558,0,61,30,10,5,1,8
ENSG00000060566,1,102,84,0,0,0,1
ENSG00000060642,138,262,234,317,459,438,485
ENSG00000060656,2,201,176,47,7,6,11
ENSG00000060688,370,70,69,1135,1173,804,1335
ENSG00000060709,5,261,262,15,1,34,1
ENSG00000060718,0,63,21,0,0,0,0
ENSG00000060749,88,36,34,1184,1102,965,1432
ENSG00000060762,83,44,42,1050,1147,869,1213
ENSG00000060971,162,132,174,2286,2250,1673,2457
ENSG00000060982,1,105,84,96,87,3,126
ENSG00000061273,134,174,202,4821,4588,5777,6074
ENSG00000061337,4,136,145,0,0,2,0
ENSG00000061455,0,30,42,0,2,0,1
ENSG00000061492,0,11,18,2,3,4,1
ENSG00000061656,6,30,57,256,100,116,137
ENSG00000061676,1,120,105,3,0,2,1
ENSG00000061794,261,36,33,1369,1727,1078,1847
ENSG00000061918,17,35,49,23,24,11,29
ENSG00000061936,661,284,352,5635,5682,4377,8282
ENSG00000061938,79,241,326,16906,14553,11645,14984
ENSG00000061987,475,237,263,4516,3999,3103,4482
ENSG00000062038,3,130,105,12,2,15,9
ENSG00000062096,0,7,19,0,0,0,0
ENSG00000062194,562,81,136,10763,11340,6908,10057
ENSG00000062282,40,59,67,241,263,178,188
ENSG00000062370,4,4,11,46,97,93,83
ENSG00000062485,946,186,263,3469,3688,3850,4925
ENSG00000062524,7,113,135,239,117,65,155
ENSG00000062582,32,43,55,14,14,36,36
ENSG00000062598,181,188,190,1190,1326,1312,1637
ENSG00000062650,413,123,175,5973,5585,4627,5726
ENSG00000062716,279,26,62,1150,1320,846,1276
ENSG00000062725,330,95,80,2567,2602,1825,2464
ENSG00000062822,22,144,144,1711,1884,1755,2565
ENSG00000063015,48,137,143,30,16,22,32
ENSG00000063046,1071,80,267,24611,24816,27256,29207
ENSG00000063127,162,59,36,1181,917,1086,1771
ENSG00000063169,26,143,181,2403,2048,2142,3094
ENSG00000063176,40,89,176,881,733,398,860
ENSG00000063177,1944,145,392,39445,58982,64979,82880
ENSG00000063180,17,17,51,933,1022,846,1300
ENSG00000063241,3,105,133,386,592,265,614
ENSG00000063244,195,95,141,12043,11797,10549,14142
ENSG00000063245,267,304,513,4646,3734,3960,5810
ENSG00000063322,272,212,166,2609,2566,1760,2845
ENSG00000063438,2,143,132,1,0,0,1
ENSG00000063515,2,75,129,0,0,0,0
ENSG00000063587,267,168,276,1974,2085,2133,3040
ENSG00000063601,590,109,112,6080,5381,3737,6413
ENSG00000063660,8,240,306,82,101,141,148
ENSG00000063761,36,82,37,526,445,388,579
ENSG00000063854,65,193,208,1347,1339,875,1589
ENSG00000063978,796,133,177,4801,4523,3627,6030
ENSG00000064012,145,120,142,3449,2402,3705,3761
ENSG00000064042,3,120,140,1,0,0,0
ENSG00000064102,63,67,70,676,671,517,724
ENSG00000064115,284,117,95,1374,1562,748,1449
ENSG00000064195,0,43,83,0,0,0,0
ENSG00000064199,2,65,50,8,23,13,21
ENSG00000064201,36,124,115,1906,1005,4600,3507
ENSG00000064205,1,106,165,1,1,0,0
ENSG00000064218,6,48,16,0,0,0,0
ENSG00000064225,9,24,37,57,43,1,17
ENSG00000064270,3,129,59,4,3,8,11
ENSG00000064300,3,97,84,39,17,26,39
ENSG00000064309,3,102,75,3,3,10,1
ENSG00000064313,244,73,81,2498,1889,1823,2511
ENSG00000064393,346,307,353,1590,1636,1054,1628
ENSG00000064419,321,52,115,3186,2979,2406,3407
ENSG00000064489,0,2,11,0,1,2,2
ENSG00000064490,41,56,40,1141,1254,1089,1667
ENSG00000064545,16,70,65,943,907,874,1282
ENSG00000064547,87,80,129,781,763,1181,1258
ENSG00000064601,140,122,123,1085,820,954,1272
ENSG00000064607,520,249,246,9205,7739,10860,13872
ENSG00000064651,200,70,116,1051,1384,707,1544
ENSG00000064652,6,82,68,54,34,37,75
ENSG00000064655,1,32,16,0,0,0,1
ENSG00000064666,1178,67,251,7764,10331,5483,9305
ENSG00000064687,296,318,477,14436,19932,9662,18294
ENSG00000064692,2,50,29,0,0,0,0
ENSG00000064703,175,85,110,2605,1643,2483,2670
ENSG00000064726,327,67,119,4244,3713,2769,4701
ENSG00000064763,18,161,107,85,81,91,92
ENSG00000064787,7,49,33,16,1,2,3
ENSG00000064835,0,9,9,2,2,0,1
ENSG00000064886,276,116,216,1449,1840,2244,1448
ENSG00000064932,27,159,324,5756,3630,3593,5376
ENSG00000064933,69,55,94,2402,2154,2313,3376
ENSG00000064961,29,53,95,1582,1753,1718,2221
ENSG00000064989,0,30,40,33,26,2,41
ENSG00000064995,272,86,195,2290,2394,2814,3590
ENSG00000064999,104,253,144,908,933,640,1186
ENSG00000065000,357,371,654,6295,5987,5500,7895
ENSG00000065029,374,166,127,4311,4286,4264,5383
ENSG00000065054,1,98,151,3,7,20,31
ENSG00000065057,18,123,181,384,492,305,614
ENSG00000065060,166,59,111,1758,1538,1502,1921
ENSG00000065135,540,41,98,3964,4236,2623,4932
ENSG00000065150,368,184,161,3631,4777,3472,5325
ENSG00000065154,113,74,132,1089,1288,1028,1066
ENSG00000065183,78,99,55,1026,1262,933,1434
ENSG00000065243,163,35,47,4850,2996,4037,5861
ENSG00000065268,10,68,177,851,826,586,1071
ENSG00000065308,96,75,37,979,857,817,951
ENSG00000065320,2,64,157,48,52,87,57
ENSG00000065325,3,59,13,0,0,0,0
ENSG00000065328,8,80,67,6,3,2,2
ENSG00000065357,1227,236,271,5261,5240,6365,8091
ENSG00000065361,15,355,255,5,2,5,7
ENSG00000065371,1,29,47,0,0,0,0
ENSG00000065413,2639,167,314,14277,15670,14368,20129
ENSG00000065427,481,164,108,5118,5930,4479,6877
ENSG00000065457,162,89,60,1835,1589,1423,1870
ENSG00000065485,12,34,29,135,184,156,268
ENSG00000065491,155,37,14,902,994,804,1297
ENSG00000065518,169,13,28,1754,1806,1624,2116
ENSG00000065526,1470,224,366,16664,11271,13292,17242
ENSG00000065534,58,227,109,52,64,36,76
ENSG00000065548,147,65,71,5884,3628,4474,6183
ENSG00000065559,189,58,56,1579,1548,1170,1793
ENSG00000065600,198,44,86,727,938,443,732
ENSG00000065609,2,54,46,0,1,0,0
ENSG00000065613,108,92,107,2934,3279,2496,3801
ENSG00000065615,292,37,120,5689,5775,3240,6397
ENSG00000065618,16,201,139,2,3,5,7
ENSG00000065621,54,172,89,68,51,52,75
ENSG00000065665,34,24,46,297,271,475,501
ENSG00000065675,2,29,17,14,0,1,1
ENSG00000065717,2,142,174,90,183,48,427
ENSG00000065802,202,141,73,1879,2749,2068,3323
ENSG00000065809,1513,52,132,26240,22913,8304,21917
ENSG00000065833,0,33,49,0,0,0,0
ENSG00000065882,694,163,266,11193,10252,6428,14009
ENSG00000065883,1013,155,286,10499,7949,7462,12081
ENSG00000065911,56,111,189,432,527,296,440
ENSG00000065923,1094,120,118,8906,12192,9060,12851
ENSG00000065970,383,161,152,1696,1888,1426,2162
ENSG00000065978,1751,78,272,19244,25494,21473,34164
ENSG00000065989,6,149,243,102,49,44,63
ENSG00000066027,807,45,203,5778,5038,3634,5872
ENSG00000066032,3,101,88,0,0,0,0
ENSG00000066044,473,221,179,1793,1959,1031,1868
ENSG00000066056,2,185,185,0,1,0,0
ENSG00000066084,1089,95,93,8127,7417,5624,9136
ENSG00000066117,1031,133,269,5493,5545,4747,6638
ENSG00000066135,59,40,41,741,701,573,770
ENSG00000066136,256,85,80,3145,2653,2059,3784
ENSG00000066185,3,21,42,15,16,15,16
ENSG00000066230,1,77,86,100,44,94,102
ENSG00000066248,3,150,137,3,0,0,1
ENSG00000066279,1,84,136,17,9,5,14
ENSG00000066294,257,71,98,5860,2628,3403,2513
ENSG00000066322,349,96,134,2110,2080,1176,2219
ENSG00000066336,63,69,66,3657,3506,2483,4080
ENSG00000066379,49,15,55,369,499,370,500
ENSG00000066382,34,96,47,34,16,1,127
ENSG00000066405,0,58,6,0,0,0,0
ENSG00000066422,191,116,162,2602,2542,2515,3555
ENSG00000066427,110,131,71,1325,1329,1319,1401
ENSG00000066455,61,48,73,2613,2523,1373,2117
ENSG00000066468,11,167,265,0,0,0,0
ENSG00000066557,43,22,20,782,634,793,984
ENSG00000066583,143,17,13,366,482,378,574
ENSG00000066629,6,280,165,0,0,0,0
ENSG00000066651,40,25,41,1585,842,1216,1797
ENSG00000066654,307,96,100,7135,6391,5721,7217
ENSG00000066697,60,33,36,301,432,397,415
ENSG00000066735,5,167,356,0,1,2,1
ENSG00000066739,83,132,102,3893,2909,3589,4324
ENSG00000066777,272,95,111,3312,3090,2099,3472
ENSG00000066813,4,96,93,0,0,0,0
ENSG00000066827,57,87,39,559,607,412,672
ENSG00000066855,80,40,44,456,534,580,689
ENSG00000066923,133,82,88,697,879,1721,844
ENSG00000066926,99,69,95,519,559,403,505
ENSG00000066933,133,123,169,2484,2753,2410,3167
ENSG00000067048,0,0,0,1,0,0,0
ENSG00000067057,206,238,160,3486,2854,1671,1946
ENSG00000067064,256,77,53,10689,7022,5221,7434
ENSG00000067066,1443,172,415,27131,25897,19747,31492
ENSG00000067082,2086,175,209,51508,62504,49314,57721
ENSG00000067113,24,18,17,153,195,158,197
ENSG00000067141,31,64,45,188,42,634,121
ENSG00000067167,1470,47,161,10601,11023,5837,10735
ENSG00000067177,10,102,132,5,2,7,12
ENSG00000067182,1,96,130,14,2,4,5
ENSG00000067191,3,137,128,68,46,85,77
ENSG00000067208,88,61,84,986,1073,723,1127
ENSG00000067221,38,187,372,547,424,448,579
ENSG00000067225,1067,240,430,8589,8203,6962,11120
ENSG00000067248,38,61,44,1887,1561,1151,1889
ENSG00000067334,106,99,76,4900,5169,4146,6227
ENSG00000067365,188,120,207,728,754,665,909
ENSG00000067369,119,124,110,1644,1485,1350,1520
ENSG00000067445,7,52,95,130,88,162,168
ENSG00000067533,80,95,137,1345,1273,1384,1922
ENSG00000067560,4031,150,732,22455,19696,16268,24043
ENSG00000067596,476,90,161,3640,2816,3010,4299
ENSG00000067601,47,94,68,224,221,112,261
ENSG00000067606,56,262,374,590,627,730,730
ENSG00000067646,0,0,0,0,0,0,0
ENSG00000067704,523,108,146,3057,4007,1991,3776
ENSG00000067715,5,40,29,26,2,29,36
ENSG00000067798,0,70,52,1,0,0,0
ENSG00000067829,174,154,267,2035,1538,1791,2633
ENSG00000067836,5,24,31,242,312,233,339
ENSG00000067840,0,171,189,1,0,0,5
ENSG00000067842,3,357,324,0,0,0,1
ENSG00000067900,359,82,161,8764,6879,5975,8366
ENSG00000067955,892,52,184,5321,5639,2892,4658
ENSG00000067992,245,70,87,2139,2556,2186,2888
ENSG00000068001,13,100,134,44,54,22,38
ENSG00000068024,73,545,506,921,732,469,864
ENSG00000068028,450,122,253,4610,3602,4091,5247
ENSG00000068078,1,109,232,9,4,1,4
ENSG00000068079,64,39,45,3316,2247,804,1480
ENSG00000068097,220,224,158,1511,1832,1469,1953
ENSG00000068120,151,96,246,2241,2403,2092,2838
ENSG00000068137,1,114,158,20,4,18,17
ENSG00000068305,424,72,94,8871,5638,3995,7322
ENSG00000068308,393,68,124,6886,6812,5674,8765
ENSG00000068323,129,111,199,3185,3366,3245,4467
ENSG00000068354,162,32,84,1927,1821,1576,2781
ENSG00000068366,89,162,189,1991,1986,1133,2261
ENSG00000068383,95,129,216,1069,1238,1396,1653
ENSG00000068394,83,38,45,725,663,347,707
ENSG00000068400,298,118,222,6121,4543,6190,6631
ENSG00000068438,155,55,29,1511,1475,1499,2212
ENSG00000068489,8,58,68,55,47,24,40
ENSG00000068615,2,93,98,0,5,6,0
ENSG00000068650,415,568,644,1943,3145,3510,5059
ENSG00000068654,361,375,265,1580,1659,1439,1944
ENSG00000068697,373,49,41,5660,4864,3035,5460
ENSG00000068724,795,215,197,10647,10202,7644,13323
ENSG00000068745,333,150,245,3424,4631,2851,5081
ENSG00000068781,0,7,14,0,0,0,0
ENSG00000068784,31,52,41,1035,1110,630,1158
ENSG00000068796,142,98,121,3529,4067,2190,3465
ENSG00000068831,613,110,287,49176,43863,39257,67181
ENSG00000068878,804,150,159,8305,8428,4564,8214
ENSG00000068885,14,44,28,1033,1008,884,1198
ENSG00000068903,130,102,191,1784,2499,1919,2861
ENSG00000068912,300,171,108,2514,2581,1577,2556
ENSG00000068971,78,137,166,1389,1382,865,1656
ENSG00000068976,43,196,296,1051,696,600,1005
ENSG00000068985,0,3,2,0,0,0,0
ENSG00000069011,3,52,72,0,0,0,3
ENSG00000069018,2,39,23,0,0,0,1
ENSG00000069020,81,242,271,147,156,285,406
ENSG00000069122,2,74,68,0,0,0,0
ENSG00000069188,513,368,150,615,3212,3916,4675
ENSG00000069206,0,22,38,0,0,0,0
ENSG00000069248,258,97,106,2945,2406,2404,3296
ENSG00000069275,477,127,93,11457,10614,6616,9645
ENSG00000069329,529,209,262,2597,2782,1899,2655
ENSG00000069345,593,74,130,2767,2701,2184,3299
