ensembl_gene_id,naiveB_S3R1,naiveB_S3R2,naiveB_S3R3
ENSG00000270036,0,1,0
ENSG00000169918,1,31,6
ENSG00000168781,51,107,36
ENSG00000252774,0,0,13
ENSG00000206781,2,4,1
ENSG00000180357,484,696,222
ENSG00000243403,2,1,0
ENSG00000239465,8,9,4
ENSG00000207223,7,8,0
ENSG00000207162,0,0,0
ENSG00000180304,365,462,156
ENSG00000265967,0,0,0
ENSG00000264937,2,15,1
ENSG00000259635,2,5,2
ENSG00000206972,0,0,0
ENSG00000238783,0,0,0
ENSG00000238519,0,0,0
ENSG00000274424,0,0,0
ENSG00000289083,1,1,0
ENSG00000187720,0,0,0
ENSG00000275451,0,0,0
ENSG00000259557,0,0,0
ENSG00000274340,3,0,0
ENSG00000259458,0,0,0
ENSG00000259756,0,0,0
ENSG00000211137,0,0,0
ENSG00000259370,0,5,2
ENSG00000259727,0,0,0
ENSG00000171914,3,3,3
ENSG00000166965,35,128,23
ENSG00000166922,0,0,0
ENSG00000178115,0,0,0
ENSG00000138614,165,389,110
ENSG00000137815,1036,1471,402
ENSG00000166823,0,0,0
ENSG00000214013,990,1319,327
ENSG00000185033,1962,2909,650
ENSG00000188549,17,20,3
ENSG00000258785,0,0,0
ENSG00000289028,30,2,3
ENSG00000289289,0,0,0
ENSG00000289148,0,0,0
ENSG00000288726,0,0,0
ENSG00000245750,1,13,1
ENSG00000250007,1,14,0
ENSG00000260978,0,0,2
ENSG00000274253,2,0,1
ENSG00000259404,0,0,0
ENSG00000289571,0,0,0
ENSG00000259280,0,1,0
ENSG00000277987,0,0,0
ENSG00000259237,0,0,0
ENSG00000260232,0,0,0
ENSG00000259675,0,0,0
ENSG00000259772,102,67,15
ENSG00000287704,0,0,0
ENSG00000288872,2,1,2
ENSG00000288808,0,0,0
ENSG00000289464,0,0,0
ENSG00000176700,38,124,48
ENSG00000248441,0,7,0
ENSG00000259424,0,1,0
ENSG00000288991,0,0,1
ENSG00000289162,0,0,0
ENSG00000289128,0,0,0
ENSG00000258476,0,3,0
ENSG00000175746,0,5,0
ENSG00000260288,19,2,1
ENSG00000218052,145,30,19
ENSG00000289277,4,9,0
ENSG00000258551,0,0,0
ENSG00000257060,1,7,2
ENSG00000259704,10,5,1
ENSG00000289547,0,1,0
ENSG00000289200,0,0,0
ENSG00000259583,1,2,0
ENSG00000259234,1,0,0
ENSG00000206149,67,103,23
ENSG00000205771,56,22,9
ENSG00000259203,0,3,0
ENSG00000256802,0,0,0
ENSG00000261377,1,1,3
ENSG00000259343,58,29,6
ENSG00000261423,100,53,15
ENSG00000247809,0,2,3
ENSG00000246877,3,2,0
ENSG00000288850,1,2,5
ENSG00000259347,2,3,0
ENSG00000289066,0,0,0
ENSG00000289525,0,0,0
ENSG00000259225,0,0,0
ENSG00000289271,0,0,0
ENSG00000247982,5862,21326,2681
ENSG00000244879,524,4447,1826
ENSG00000261183,4,4,0
ENSG00000247240,47,25,2
ENSG00000237550,3061,1237,577
ENSG00000174171,74,67,28
ENSG00000288901,0,0,0
ENSG00000179523,175,241,31
ENSG00000289561,0,3,1
ENSG00000273674,28,31,21
ENSG00000289522,0,0,0
ENSG00000287191,9,3,0
ENSG00000261801,4,84,4
ENSG00000289209,0,0,3
ENSG00000289017,145,118,79
ENSG00000248508,67,92,7
ENSG00000288745,61,51,44
ENSG00000272888,1848,1932,2021
ENSG00000276550,133,345,83
ENSG00000258741,2,4,0
ENSG00000140374,234,453,101
ENSG00000230428,0,0,0
ENSG00000127585,0,6,3
ENSG00000261659,10,24,4
ENSG00000261240,0,0,0
ENSG00000260532,0,0,0
ENSG00000287855,20,44,18
ENSG00000261732,9,12,3
ENSG00000197562,42,61,7
ENSG00000260778,3,8,4
ENSG00000162076,55,22,18
ENSG00000257108,0,0,0
ENSG00000161996,20,73,14
ENSG00000261532,0,0,0
ENSG00000100726,54,180,18
ENSG00000280327,1,5,0
ENSG00000206168,0,0,0
ENSG00000127578,1,1,0
ENSG00000260803,14,28,3
ENSG00000262482,6,9,0
ENSG00000167930,72,148,29
ENSG00000260447,0,0,0
ENSG00000275438,0,2,0
ENSG00000268836,6,2,5
ENSG00000103126,52,306,58
ENSG00000260989,0,4,1
ENSG00000260646,2,2,0
ENSG00000260394,3,0,0
ENSG00000008710,42,171,27
ENSG00000262528,0,0,0
ENSG00000131653,47,99,21
ENSG00000260954,0,2,0
ENSG00000167972,56,29,1
ENSG00000280231,0,0,0
ENSG00000233614,0,0,0
ENSG00000167964,18,19,6
ENSG00000231439,5,12,0
ENSG00000103249,112,394,51
ENSG00000260379,7,1,0
ENSG00000262959,0,0,2
ENSG00000267795,13,0,0
ENSG00000184207,23,51,21
ENSG00000103266,19,35,8
ENSG00000286901,0,0,0
ENSG00000226942,53,41,5
ENSG00000282907,2,0,0
ENSG00000172366,28,36,4
ENSG00000167967,27,109,8
ENSG00000261319,0,0,0
ENSG00000261394,9,50,23
ENSG00000260022,2,14,1
ENSG00000277142,45,10,0
ENSG00000205937,1177,1854,449
ENSG00000226890,4,0,0
ENSG00000261066,0,0,0
ENSG00000261442,0,7,1
ENSG00000234769,1,5,1
ENSG00000131634,3,8,1
ENSG00000168096,89,141,41
ENSG00000127580,78,43,5
ENSG00000167969,78,92,6
ENSG00000260242,0,0,0
ENSG00000059145,56,154,35
ENSG00000233024,0,0,0
ENSG00000259933,0,0,0
ENSG00000242173,0,1,0
ENSG00000261663,4,4,3
ENSG00000279441,0,0,0
ENSG00000260058,0,0,0
ENSG00000278434,25,11,2
ENSG00000187535,5,42,8
ENSG00000275056,138,114,36
ENSG00000103326,85,200,34
ENSG00000261789,2,1,0
ENSG00000167965,48,133,22
ENSG00000280062,0,4,0
ENSG00000260488,4,5,2
ENSG00000140632,614,1381,349
ENSG00000260289,0,0,0
ENSG00000254609,0,0,0
ENSG00000286849,6,9,9
ENSG00000259780,0,0,0
ENSG00000267077,1,0,0
ENSG00000260723,64,25,12
ENSG00000263257,0,1,0
ENSG00000260003,0,0,0
ENSG00000277647,0,0,0
ENSG00000260342,0,0,0
ENSG00000261430,17,10,1
ENSG00000168101,81,148,47
ENSG00000048462,24,7,7
ENSG00000260933,0,0,0
ENSG00000261555,0,0,0
ENSG00000260550,0,0,0
ENSG00000263159,0,0,0
ENSG00000089486,68,115,22
ENSG00000214940,0,0,0
ENSG00000261216,0,0,3
ENSG00000103489,1544,1948,311
ENSG00000162104,103,70,19
ENSG00000261691,0,0,0
ENSG00000262516,30,33,7
ENSG00000261123,5,5,1
ENSG00000103381,228,128,53
ENSG00000103199,33,38,10
ENSG00000171490,1931,3237,659
ENSG00000287522,0,0,0
ENSG00000275927,17,12,2
ENSG00000271609,0,0,0
ENSG00000261090,0,0,0
ENSG00000260017,2,1,3
ENSG00000262185,0,2,6
ENSG00000241641,2,6,4
ENSG00000273956,0,0,0
ENSG00000283213,1,13,1
ENSG00000261612,0,0,1
ENSG00000219027,0,5,0
ENSG00000175604,43,42,6
ENSG00000103342,1002,1571,365
ENSG00000182601,0,0,0
ENSG00000140983,215,566,111
ENSG00000167968,0,0,0
ENSG00000278979,31,18,8
ENSG00000278994,0,0,0
ENSG00000180747,207,140,67
ENSG00000103534,0,3,1
ENSG00000005339,3531,5750,2246
ENSG00000285869,0,0,0
ENSG00000134419,4949,2082,636
ENSG00000228071,2,2,2
ENSG00000254681,0,0,3
ENSG00000260601,26,78,8
ENSG00000260034,265,112,27
ENSG00000260071,1,0,1
ENSG00000261695,0,0,0
ENSG00000260224,0,0,1
ENSG00000260316,19,5,7
ENSG00000287121,2,2,5
ENSG00000261075,0,0,0
ENSG00000270580,1,1,0
ENSG00000236481,0,0,0
ENSG00000076344,0,0,0
ENSG00000007376,76,55,15
ENSG00000259954,16,8,5
ENSG00000127588,0,0,0
ENSG00000287809,8,3,1
ENSG00000168447,0,0,0
ENSG00000161992,0,0,0
ENSG00000277458,0,0,0
ENSG00000262801,0,0,0
ENSG00000205746,0,2,0
ENSG00000102858,407,691,104
ENSG00000261819,25,6,1
ENSG00000262116,0,0,0
ENSG00000103528,141,521,49
ENSG00000257639,0,0,0
ENSG00000183426,1,23,5
ENSG00000166828,0,1,2
ENSG00000258186,0,0,0
ENSG00000285952,0,1,0
ENSG00000262267,0,0,0
ENSG00000261448,41,28,5
ENSG00000255037,0,0,0
ENSG00000260735,4,1,1
ENSG00000262117,0,0,1
ENSG00000263307,8,5,0
ENSG00000183458,0,7,1
ENSG00000260690,0,0,0
ENSG00000103375,1,1,0
ENSG00000155592,280,402,140
ENSG00000122254,0,0,0
ENSG00000231876,0,1,0
ENSG00000170537,0,0,0
ENSG00000261293,30,40,7
ENSG00000130731,75,136,30
ENSG00000262454,0,3,0
ENSG00000259876,50,43,15
ENSG00000273804,0,0,0
ENSG00000261596,15,41,10
ENSG00000140694,906,1058,416
ENSG00000090905,1903,2282,593
ENSG00000255277,0,0,0
ENSG00000276484,0,0,0
ENSG00000259899,7,13,10
ENSG00000285628,0,0,0
ENSG00000274925,37,87,39
ENSG00000271105,0,2,0
ENSG00000261939,0,0,0
ENSG00000261158,4,11,0
ENSG00000048471,2033,4358,890
ENSG00000103550,41,119,22
ENSG00000058600,295,570,173
ENSG00000259929,0,0,0
ENSG00000250251,5,26,5
ENSG00000260580,0,0,0
ENSG00000153443,43,55,7
ENSG00000127586,44,75,7
ENSG00000103522,461,334,263
ENSG00000285613,0,0,0
ENSG00000260741,0,0,0
ENSG00000263033,0,22,11
ENSG00000259871,1,3,0
ENSG00000167971,0,0,0
ENSG00000261397,0,0,0
ENSG00000262974,0,1,0
ENSG00000279410,23,99,13
ENSG00000260378,14,0,3
ENSG00000188599,8,32,14
ENSG00000245888,9,10,1
ENSG00000259955,0,0,0
ENSG00000260681,0,0,0
ENSG00000259925,0,0,0
ENSG00000170540,1027,1100,1119
ENSG00000261636,0,0,0
ENSG00000077238,4344,12247,2162
ENSG00000280283,0,0,0
ENSG00000261465,3,1,0
ENSG00000261617,0,0,0
ENSG00000261482,0,0,0
ENSG00000263326,0,10,2
ENSG00000260974,0,0,0
ENSG00000261736,1,7,7
ENSG00000241932,0,0,1
ENSG00000260934,0,0,0
ENSG00000260087,0,0,0
ENSG00000266994,0,4,0
ENSG00000214614,0,0,0
ENSG00000278950,0,0,0
ENSG00000261312,0,0,0
ENSG00000280400,0,0,0
ENSG00000259822,0,0,0
ENSG00000274834,0,0,0
ENSG00000283110,0,0,0
ENSG00000278389,0,1,0
ENSG00000259852,0,0,0
ENSG00000260827,0,0,0
ENSG00000286790,0,0,0
ENSG00000261682,0,0,0
ENSG00000288300,0,0,0
ENSG00000279165,0,0,0
ENSG00000260662,0,0,0
ENSG00000284209,2,8,1
ENSG00000261466,0,0,0
ENSG00000261759,0,0,0
ENSG00000278848,0,0,0
ENSG00000260047,0,0,0
ENSG00000283065,0,0,0
ENSG00000261486,0,0,0
ENSG00000259996,0,0,0
ENSG00000260846,0,0,1
ENSG00000261111,0,0,0
ENSG00000260009,0,3,0
ENSG00000261711,0,1,0
ENSG00000260307,0,0,0
ENSG00000260680,0,0,0
ENSG00000279800,6,16,3
ENSG00000261607,0,0,0
ENSG00000260611,0,0,0
ENSG00000259979,0,0,0
ENSG00000261752,0,0,0
ENSG00000270467,0,0,0
ENSG00000259680,0,0,0
ENSG00000260626,1,0,0
ENSG00000261009,0,0,0
ENSG00000259987,0,0,0
ENSG00000260522,0,0,0
ENSG00000271178,0,0,0
ENSG00000282924,0,0,0
ENSG00000261127,0,0,0
ENSG00000261053,0,0,0
ENSG00000260610,0,0,0
ENSG00000260414,0,0,0
ENSG00000260518,0,1,0
ENSG00000261445,0,0,0
ENSG00000270401,0,0,0
ENSG00000259990,0,0,0
ENSG00000261461,0,0,0
ENSG00000260141,0,1,0
ENSG00000260308,0,0,0
ENSG00000260958,0,0,0
ENSG00000260967,0,0,0
ENSG00000262038,3,2,2
ENSG00000260067,0,0,0
ENSG00000091651,14,34,25
ENSG00000183632,0,0,0
ENSG00000262885,0,0,0
ENSG00000259856,0,0,0
ENSG00000179755,0,0,0
ENSG00000261391,0,0,0
ENSG00000259303,0,0,0
ENSG00000261800,0,0,0
ENSG00000261523,0,0,0
ENSG00000286968,0,0,0
ENSG00000260207,0,0,0
ENSG00000171208,51,23,11
ENSG00000262561,0,0,0
ENSG00000261084,0,0,0
ENSG00000275034,0,0,0
ENSG00000260866,0,0,0
ENSG00000270318,0,0,0
ENSG00000261350,0,0,0
ENSG00000261336,61,70,18
ENSG00000260921,0,0,0
ENSG00000260281,40,12,5
ENSG00000271691,0,0,0
ENSG00000261233,0,0,0
ENSG00000196470,793,1439,1211
ENSG00000069345,1083,1361,539
ENSG00000262090,0,0,0
ENSG00000067365,183,176,37
ENSG00000260497,0,0,0
ENSG00000261440,0,0,0
ENSG00000261507,0,0,0
ENSG00000205452,0,0,0
ENSG00000287905,0,0,0
ENSG00000261608,0,0,0
ENSG00000262011,0,0,0
ENSG00000270734,0,1,0
ENSG00000260994,0,1,0
ENSG00000262187,0,0,0
ENSG00000259882,0,1,0
ENSG00000287353,0,0,0
ENSG00000155330,250,311,180
ENSG00000259934,0,0,0
ENSG00000257264,0,0,0
ENSG00000260675,2,10,0
ENSG00000260857,0,1,0
ENSG00000259821,0,1,0
ENSG00000069329,1486,2054,520
ENSG00000260781,2,0,0
ENSG00000261405,0,0,0
ENSG00000260427,0,0,0
ENSG00000260845,0,0,0
ENSG00000261580,0,0,0
ENSG00000260724,0,0,0
ENSG00000278138,0,0,0
ENSG00000261509,0,0,0
ENSG00000259966,0,0,0
ENSG00000271130,0,1,1
ENSG00000260889,0,0,0
ENSG00000261470,0,0,0
ENSG00000260590,0,0,0
ENSG00000279415,73,39,20
ENSG00000278681,0,0,0
ENSG00000214581,0,0,0
ENSG00000261599,0,0,0
ENSG00000214617,0,0,0
ENSG00000280376,46,8,4
ENSG00000237515,1,1,0
ENSG00000198555,0,0,0
ENSG00000261557,7,6,1
ENSG00000261427,0,0,0
ENSG00000275910,6,16,5
ENSG00000261197,0,0,0
ENSG00000261217,0,0,0
ENSG00000261122,0,3,0
ENSG00000228480,0,0,0
ENSG00000205457,0,0,0
ENSG00000258354,2,1,0
ENSG00000261569,0,0,0
ENSG00000287448,0,0,0
ENSG00000261200,0,2,0
ENSG00000261560,26,17,9
ENSG00000257563,0,0,0
ENSG00000260605,0,0,0
ENSG00000261130,0,0,0
ENSG00000174628,5,15,3
ENSG00000260126,0,0,0
ENSG00000280067,96,122,33
ENSG00000282973,0,0,0
ENSG00000261541,0,0,0
ENSG00000270924,0,0,0
ENSG00000167191,1,0,0
ENSG00000282946,0,0,0
ENSG00000216671,0,0,0
ENSG00000261536,0,0,0
ENSG00000261153,0,0,0
ENSG00000103485,0,4,0
ENSG00000260809,0,0,0
ENSG00000261782,0,0,0
ENSG00000260352,0,1,0
ENSG00000261725,0,0,0
ENSG00000260158,0,0,0
ENSG00000261566,0,0,0
ENSG00000260909,1,4,4
ENSG00000260975,0,1,0
ENSG00000102893,2190,2487,1037
ENSG00000260864,0,0,0
ENSG00000260598,0,0,0
ENSG00000140795,5,2,1
ENSG00000260312,0,0,0
ENSG00000261259,0,0,0
ENSG00000280180,0,0,0
ENSG00000261637,0,0,0
ENSG00000261620,0,0,0
ENSG00000260419,0,0,0
ENSG00000260184,0,0,0
ENSG00000260854,0,0,0
ENSG00000260984,0,0,0
ENSG00000259842,0,2,0
ENSG00000261512,0,2,1
ENSG00000260405,0,5,0
ENSG00000262235,0,0,0
ENSG00000282927,0,0,0
ENSG00000260746,0,0,0
ENSG00000261046,0,0,0
ENSG00000262155,46,36,17
ENSG00000287469,0,0,0
ENSG00000256642,0,2,0
ENSG00000102910,1505,1758,530
ENSG00000261239,0,0,0
ENSG00000280265,0,0,0
ENSG00000261131,40,36,39
ENSG00000286712,0,0,0
ENSG00000279620,266,122,22
ENSG00000261231,0,2,0
ENSG00000259897,0,0,0
ENSG00000260251,0,0,0
ENSG00000233732,0,0,0
ENSG00000260134,0,0,0
ENSG00000260480,0,0,0
ENSG00000279779,0,0,0
ENSG00000260073,0,0,0
ENSG00000261802,0,0,0
ENSG00000239840,0,6,1
ENSG00000259800,0,0,0
ENSG00000260318,1,7,14
ENSG00000259866,134,22,2
ENSG00000157045,170,355,53
ENSG00000260033,11,6,9
ENSG00000260644,0,1,0
ENSG00000271620,0,0,0
ENSG00000230330,0,0,0
ENSG00000156968,5,1,5
ENSG00000260620,0,0,0
ENSG00000287163,0,0,0
ENSG00000261398,0,0,0
ENSG00000260153,0,0,0
ENSG00000260525,0,0,0
ENSG00000261267,2,18,5
ENSG00000259983,0,0,0
ENSG00000260291,0,0,0
ENSG00000260478,0,0,0
ENSG00000166123,12,44,23
ENSG00000261393,0,0,0
ENSG00000257527,0,0,0
ENSG00000261045,0,0,0
ENSG00000102921,527,958,299
ENSG00000260566,0,0,0
ENSG00000161999,21,47,6
ENSG00000259997,0,0,0
ENSG00000103429,467,745,167
ENSG00000285882,0,0,0
ENSG00000224712,0,0,0
ENSG00000275494,4,7,0
ENSG00000261834,0,0,0
ENSG00000279509,16,5,11
ENSG00000262700,3,3,1
ENSG00000279729,0,0,0
ENSG00000260688,0,0,0
ENSG00000259836,0,0,0
ENSG00000129636,424,308,227
ENSG00000261689,0,0,0
ENSG00000102900,656,601,176
ENSG00000261719,0,0,0
ENSG00000261356,0,0,0
ENSG00000279666,0,0,0
ENSG00000261049,4,2,1
ENSG00000261274,0,0,0
ENSG00000150394,0,5,2
ENSG00000205629,116,136,27
ENSG00000261515,0,0,0
ENSG00000171241,23,8,14
ENSG00000167186,199,145,41
ENSG00000169181,0,2,1
ENSG00000279780,0,0,0
ENSG00000286357,0,0,0
ENSG00000261108,0,0,0
ENSG00000259841,0,1,0
ENSG00000279747,0,0,0
ENSG00000224578,110,175,121
ENSG00000261263,0,0,0
ENSG00000260268,0,0,0
ENSG00000234719,0,4,1
ENSG00000240793,9,14,10
ENSG00000122299,1306,2370,668
ENSG00000261748,0,0,0
ENSG00000259819,0,0,0
ENSG00000087245,0,2,0
ENSG00000249231,0,0,0
ENSG00000159398,0,1,0
ENSG00000103540,518,729,209
ENSG00000259918,1,2,1
ENSG00000237140,0,0,0
ENSG00000038532,798,946,232
ENSG00000259517,0,0,0
ENSG00000261357,2,3,2
ENSG00000141086,0,4,0
ENSG00000279030,0,0,0
ENSG00000261421,0,0,0
ENSG00000261047,0,0,0
ENSG00000261590,0,0,0
ENSG00000260255,0,0,0
ENSG00000270864,0,0,0
ENSG00000261815,0,0,0
ENSG00000260744,48,14,15
ENSG00000261210,0,2,0
ENSG00000261092,0,0,0
ENSG00000260341,0,0,0
ENSG00000261178,0,0,0
ENSG00000102970,0,0,0
ENSG00000259940,24,39,5
ENSG00000260012,24,2,2
ENSG00000260600,0,0,0
ENSG00000261742,0,2,0
ENSG00000283304,0,0,0
ENSG00000261234,0,0,0
ENSG00000166246,1,9,0
ENSG00000277369,0,3,0
ENSG00000261299,0,0,0
ENSG00000279490,30,15,2
ENSG00000285800,0,0,0
ENSG00000260347,0,0,0
ENSG00000125170,5,32,1
ENSG00000140859,6,2,0
ENSG00000260311,0,0,0
ENSG00000260430,0,0,0
ENSG00000228201,0,1,0
ENSG00000259912,0,0,0
ENSG00000272545,0,0,0
ENSG00000077235,429,567,101
ENSG00000260004,0,0,0
ENSG00000007545,205,269,48
ENSG00000258122,0,0,0
ENSG00000261028,0,0,0
ENSG00000260240,0,0,0
ENSG00000262962,0,1,1
ENSG00000006007,262,313,109
ENSG00000259759,0,0,0
ENSG00000090565,82,204,51
ENSG00000273553,0,2,0
ENSG00000261803,0,0,0
ENSG00000169189,347,268,40
ENSG00000243609,50,27,9
ENSG00000102962,94,1,0
ENSG00000260516,0,0,0
ENSG00000260900,0,0,0
ENSG00000256812,0,0,0
ENSG00000277304,0,0,0
ENSG00000260782,0,1,0
ENSG00000261014,0,0,0
ENSG00000261190,0,0,0
ENSG00000270165,9,7,2
ENSG00000260068,0,0,0
ENSG00000261884,213,494,121
ENSG00000278499,0,0,0
ENSG00000263207,0,0,0
ENSG00000260052,0,0,0
ENSG00000260450,0,0,0
ENSG00000274508,0,0,0
ENSG00000244043,0,0,0
ENSG00000260187,0,0,0
ENSG00000260057,0,0,0
ENSG00000257391,0,0,0
ENSG00000286928,0,0,0
ENSG00000260364,0,0,0
ENSG00000260818,0,1,0
ENSG00000102898,376,335,190
ENSG00000260345,0,0,0
ENSG00000261502,0,1,0
ENSG00000261807,1,0,0
ENSG00000241808,0,3,0
ENSG00000285775,0,0,0
ENSG00000124074,3,24,1
ENSG00000261396,0,2,0
ENSG00000224631,914,410,711
ENSG00000135720,437,1517,305
ENSG00000168286,155,140,69
ENSG00000260887,0,0,0
ENSG00000260290,3,4,0
ENSG00000159753,132,414,84
ENSG00000258779,0,14,0
ENSG00000269622,0,0,0
ENSG00000103460,0,0,0
ENSG00000261261,0,7,1
ENSG00000213398,21,48,8
ENSG00000260327,0,0,0
ENSG00000038358,116,278,34
ENSG00000261369,211,20,14
ENSG00000260695,1,0,0
ENSG00000141076,493,568,103
ENSG00000261707,0,1,0
ENSG00000240760,0,0,0
ENSG00000260668,3,1,0
ENSG00000261404,6,8,0
ENSG00000087253,0,49,3
ENSG00000228695,0,0,0
ENSG00000231589,0,0,0
ENSG00000259847,0,0,0
ENSG00000168928,0,0,0
ENSG00000249961,3,6,4
ENSG00000280092,0,0,0
ENSG00000260894,0,0,0
ENSG00000103089,21,8,0
ENSG00000261278,0,0,1
ENSG00000277770,0,0,0
ENSG00000159792,91,107,32
ENSG00000213318,0,0,0
ENSG00000261376,0,0,0
ENSG00000261749,0,0,0
ENSG00000285538,0,0,1
ENSG00000260135,0,0,0
ENSG00000263201,0,0,3
ENSG00000261154,0,0,0
ENSG00000260223,0,0,0
ENSG00000167261,564,943,165
ENSG00000286845,0,0,0
ENSG00000261144,0,0,0
ENSG00000262141,0,0,1
ENSG00000141096,9,65,11
ENSG00000259791,0,0,0
ENSG00000261227,0,0,0
ENSG00000261774,9,0,0
ENSG00000261436,0,0,0
ENSG00000102908,2343,3081,1229
ENSG00000177508,0,0,0
ENSG00000240338,0,0,0
ENSG00000259283,11,0,0
ENSG00000271009,1,0,0
ENSG00000141101,53,152,55
ENSG00000244485,5,0,0
ENSG00000118557,74,58,14
ENSG00000260922,0,0,0
ENSG00000171724,0,0,0
ENSG00000102977,107,194,33
ENSG00000178573,78,2,4
ENSG00000269986,0,0,0
ENSG00000103047,376,376,98
ENSG00000259945,0,0,0
ENSG00000279795,0,0,0
ENSG00000261602,0,0,0
ENSG00000260726,0,0,0
ENSG00000263126,11,5,2
ENSG00000259873,2,1,0
ENSG00000279427,0,0,0
ENSG00000279420,0,0,0
ENSG00000272330,14,3,3
ENSG00000152910,0,0,0
ENSG00000159593,517,678,264
ENSG00000261764,0,0,0
ENSG00000260393,0,0,0
ENSG00000259209,44,10,5
ENSG00000159761,12,24,3
ENSG00000278926,0,0,0
ENSG00000088682,25,103,26
ENSG00000260858,0,0,0
ENSG00000226232,2,4,0
ENSG00000260714,3,4,0
ENSG00000261743,0,0,0
ENSG00000070761,77,134,40
ENSG00000287946,0,0,0
ENSG00000278862,1,0,0
ENSG00000261673,1,3,0
ENSG00000260983,0,0,0
ENSG00000131153,60,43,10
ENSG00000168925,0,0,0
ENSG00000260848,0,0,0
ENSG00000135698,401,258,95
ENSG00000260706,0,0,0
ENSG00000135736,19,17,6
ENSG00000260332,0,0,0
ENSG00000260896,3,2,1
ENSG00000259846,0,0,0
ENSG00000268754,0,0,0
ENSG00000279120,0,0,0
ENSG00000261997,0,1,2
ENSG00000285163,13,37,2
ENSG00000234337,10,6,4
ENSG00000176692,0,0,0
ENSG00000259817,0,0,0
ENSG00000279591,0,0,0
ENSG00000050820,0,0,1
ENSG00000205078,15,19,4
ENSG00000286841,0,0,0
ENSG00000270698,0,0,2
ENSG00000277214,0,0,0
ENSG00000260750,0,1,5
ENSG00000283423,1,0,0
ENSG00000131149,1019,1783,417
ENSG00000260737,0,0,3
ENSG00000167508,99,119,11
ENSG00000270385,0,2,0
ENSG00000261243,7,1,0
ENSG00000141098,78,70,13
ENSG00000269898,66,35,6
ENSG00000124067,98,106,5
ENSG00000279142,0,1,0
ENSG00000260795,0,0,0
ENSG00000103111,691,687,287
ENSG00000270020,0,3,2
ENSG00000184939,426,672,101
ENSG00000279757,0,0,0
ENSG00000261193,0,0,0
ENSG00000103175,0,0,0
ENSG00000268505,0,0,0
ENSG00000260121,0,7,0
ENSG00000260466,0,0,0
ENSG00000140941,865,1330,296
ENSG00000287010,0,0,0
ENSG00000261458,0,0,0
ENSG00000280278,0,0,0
ENSG00000261286,18,12,0
ENSG00000269901,0,6,11
ENSG00000270184,0,11,5
ENSG00000278058,0,0,0
ENSG00000261161,0,0,0
ENSG00000261386,16,35,5
ENSG00000243705,0,0,0
ENSG00000268473,0,0,0
ENSG00000260161,4,1,2
ENSG00000140948,258,194,62
ENSG00000260671,9,2,0
ENSG00000158717,88,128,25
ENSG00000205037,2,1,0
ENSG00000276519,1,4,5
ENSG00000261177,0,0,0
ENSG00000259989,3,2,0
ENSG00000167515,120,147,27
ENSG00000260177,0,2,0
ENSG00000261327,0,0,0
ENSG00000260498,0,0,0
ENSG00000131152,0,0,0
ENSG00000157423,0,3,0
ENSG00000172840,98,76,36
ENSG00000261273,0,0,0
ENSG00000167513,2,7,0
ENSG00000261816,0,0,0
ENSG00000261218,107,182,99
ENSG00000277504,0,0,0
ENSG00000260772,0,0,0
ENSG00000285040,0,0,0
ENSG00000269667,0,0,0
ENSG00000261235,0,2,0
ENSG00000135686,375,1168,416
ENSG00000168404,263,140,32
ENSG00000140968,5331,10073,1616
ENSG00000261029,0,0,0
ENSG00000214259,0,2,0
ENSG00000261226,17,0,2
ENSG00000261363,0,0,1
ENSG00000185669,19,21,0
ENSG00000260387,0,0,0
ENSG00000261175,0,5,0
ENSG00000005194,84,186,31
ENSG00000154118,6,7,1
ENSG00000270945,0,0,0
ENSG00000140937,0,0,1
ENSG00000140950,34,104,21
ENSG00000103091,265,531,151
ENSG00000103248,106,144,30
ENSG00000260443,0,0,0
ENSG00000232190,0,1,1
ENSG00000277003,0,0,0
ENSG00000243697,0,8,0
ENSG00000224888,0,9,1
ENSG00000039523,533,1793,302
ENSG00000287161,0,0,0
ENSG00000103257,7,9,6
ENSG00000269935,0,0,0
ENSG00000270159,0,4,2
ENSG00000104731,150,222,37
ENSG00000261653,0,0,0
ENSG00000270124,1,5,3
ENSG00000261592,55,32,4
ENSG00000261744,2,0,2
ENSG00000187741,55,133,16
ENSG00000124391,4,4,0
ENSG00000158805,123,495,83
ENSG00000261058,0,0,0
ENSG00000103264,71,166,44
ENSG00000274478,0,0,0
ENSG00000280419,0,0,0
ENSG00000168589,0,0,0
ENSG00000259867,0,2,0
ENSG00000182376,0,0,0
ENSG00000270082,0,0,0
ENSG00000102974,1241,2077,545
ENSG00000269826,0,0,0
ENSG00000260420,0,0,0
ENSG00000051523,654,1423,215
ENSG00000286221,0,0,0
ENSG00000259813,0,0,0
ENSG00000159618,344,205,57
ENSG00000141012,105,183,41
ENSG00000103335,359,492,120
ENSG00000168748,0,0,0
ENSG00000260876,0,5,0
ENSG00000131143,4152,3307,940
ENSG00000268078,0,0,0
ENSG00000260530,0,0,0
ENSG00000168367,0,3,0
ENSG00000260026,0,0,0
ENSG00000261285,0,0,0
ENSG00000260880,0,0,0
ENSG00000285012,0,0,0
ENSG00000260115,0,0,0
ENSG00000086696,2,1,1
ENSG00000226180,0,13,2
ENSG00000260617,0,0,0
ENSG00000278893,0,0,0
ENSG00000268532,0,2,0
ENSG00000276393,0,2,0
ENSG00000247033,0,0,0
ENSG00000278716,0,0,0
