"genes","naiveB_S1R1","naiveB_S1R2","naiveB_S1R3","naiveB_S1R4","naiveB_S2R1","naiveB_S2R2","naiveB_S2R3","naiveB_S2R4","naiveB_S3R1","naiveB_S3R2","naiveB_S3R3"
"ENSG00000017483","2","186","91","3","179","247","165","181","16","31","3"
"ENSG00000017797","1031","67","1650","183","232","251","182","122","327","634","153"
"ENSG00000018189","971","6531","13488","6412","961","857","778","981","769","954","295"
"ENSG00000018236","0","0","0","46","0","0","0","0","0","1","1"
"ENSG00000018280","448","172","3","32","272","136","453","857","148","38","34"
"ENSG00000018408","0","148","107","85","43","18","7","6","39","58","37"
"ENSG00000018510","1","171","10","54","444","423","356","242","695","494","225"
"ENSG00000018607","0","0","0","8","0","0","0","0","0","1","0"
"ENSG00000018610","151","243","224","22","122","146","246","192","39","105","41"
"ENSG00000018625","1","0","3","96","0","0","0","0","0","2","0"
"ENSG00000018699","3","464","2271","101","570","697","515","629","766","627","142"
"ENSG00000018869","488","228","0","17","48","157","99","89","57","120","32"
"ENSG00000019102","0","0","0","0","0","5","12","0","5","4","0"
"ENSG00000019144","0","51","206","121","3","0","0","0","1","3","2"
"ENSG00000019169","3","1","0","30","15","0","31","78","0","1","0"
"ENSG00000019186","0","0","1","37","0","1","0","0","2","8","3"
"ENSG00000019485","0","0","1","1","41","91","63","0","230","310","88"
"ENSG00000019505","0","0","0","14","0","0","0","0","0","0","0"
"ENSG00000019549","0","0","0","12","0","0","0","0","0","0","0"
"ENSG00000019582","5592295","1212021","1686571","188796","177552","117729","179143","182611","57011","93097","22781"
"ENSG00000019991","1","0","0","0","0","3","75","46","1","2","1"
"ENSG00000019995","155","168","56","137","116","125","148","102","188","385","102"
"ENSG00000020129","0","4","3","2","260","299","232","189","61","94","23"
"ENSG00000020181","0","0","5","5","0","0","1","0","1","5","0"
"ENSG00000020219","0","0","0","50","0","0","0","0","0","0","0"
"ENSG00000020256","0","20","1","59","135","260","147","119","73","165","31"
"ENSG00000020426","213","583","1161","120","54","99","96","56","426","292","130"
"ENSG00000020577","0","109","508","126","123","133","286","161","472","377","59"
"ENSG00000020633","903","443","2718","147","398","304","337","176","838","1198","424"
"ENSG00000020922","743","1106","33","264","957","966","626","573","657","899","315"
"ENSG00000021300","10","5","0","10","65","81","92","90","28","76","17"
"ENSG00000021355","759","1553","3510","520","1505","1351","1277","1675","895","653","239"
"ENSG00000021461","0","0","72","0","0","0","0","0","0","0","0"
"ENSG00000021488","0","0","0","14","5","0","13","0","0","7","1"
"ENSG00000021574","1","13","11","103","604","839","431","544","1048","1012","208"
"ENSG00000021645","0","77","0","164","0","0","0","0","0","2","0"
"ENSG00000021762","0","1","1","11","36","46","94","150","1","0","0"
"ENSG00000021776","357","1283","1424","946","1626","2007","1074","1074","1556","2139","791"
"ENSG00000021826","0","0","217","38","0","12","4","0","22","21","16"
"ENSG00000021852","0","0","0","0","0","0","0","0","0","3","0"
"ENSG00000022267","0","122","3","1","80","428","121","228","17","41","54"
"ENSG00000022277","1425","1015","1026","71","797","549","736","1089","243","487","125"
"ENSG00000022355","0","0","0","81","0","0","0","0","0","2","1"
"ENSG00000022556","0","0","0","2","78","148","82","20","9","148","3"
"ENSG00000022567","0","1","0","1","25","3","24","1","9","41","10"
"ENSG00000022840","2804","1911","4105","198","3910","5699","1935","3453","661","1254","431"
"ENSG00000022976","0","83","0","7","60","103","57","11","48","97","24"
"ENSG00000023041","921","1499","1193","476","1260","1285","1212","1340","1671","2735","799"
"ENSG00000023171","1","191","3","3","0","7","0","10","0","4","3"
"ENSG00000023191","1863","2032","7","6","1298","798","1563","2001","281","393","51"
"ENSG00000023228","110","375","765","287","759","733","462","595","503","1133","240"
"ENSG00000023287","873","2737","9885","9424","1349","2105","1230","1413","1613","2311","1220"
"ENSG00000023318","1078","2218","1200","1020","2615","2408","1968","2188","1704","2095","531"
"ENSG00000023330","7","226","2","0","326","124","309","425","135","87","40"
"ENSG00000023445","2821","11324","10954","12720","6276","6927","5083","4109","13534","34732","12450"
"ENSG00000023516","8","866","517","430","754","765","452","203","4186","5155","1437"
"ENSG00000023572","1","334","68","48","230","246","173","177","136","132","91"
"ENSG00000023608","502","72","243","101","78","119","60","48","85","67","105"
"ENSG00000023697","523","810","67","46","349","252","390","305","318","321","55"
"ENSG00000023734","3075","5361","15599","4629","1715","1038","1432","1721","485","894","367"
"ENSG00000023839","0","60","120","24","70","191","87","60","21","107","21"
"ENSG00000023892","22","873","1593","113","1732","1489","1760","520","331","538","116"
"ENSG00000023902","1076","934","808","100","425","228","306","122","530","651","182"
"ENSG00000023909","3","96","217","390","153","151","118","50","69","213","56"
"ENSG00000024048","1603","3275","2632","837","2048","1905","1282","1642","1562","2354","693"
"ENSG00000024422","0","0","1","147","0","0","0","13","1","2","4"
"ENSG00000024526","0","0","0","10","0","0","0","0","0","3","2"
"ENSG00000024862","622","854","1603","1274","376","176","316","282","151","440","229"
"ENSG00000025039","0","0","4","6","3","14","5","10","20","17","9"
"ENSG00000025156","159","462","2626","437","292","219","225","159","100","292","140"
"ENSG00000025293","1928","3904","9031","3831","1378","1747","1149","1181","1831","1660","463"
"ENSG00000025423","0","0","0","0","0","0","5","1","0","1","0"
"ENSG00000025434","141","117","0","176","22","10","43","43","19","31","3"
"ENSG00000025708","311","161","84","2","300","258","305","497","19","111","27"
"ENSG00000025770","1932","580","4","2","633","629","682","870","95","208","32"
"ENSG00000025772","433","983","2448","129","577","480","548","443","131","340","75"
"ENSG00000025796","485","2578","3673","1649","1130","1269","797","1089","1818","2029","718"
"ENSG00000025800","693","1123","1195","7626","2292","2408","1816","2056","915","1794","423"
"ENSG00000026025","102","853","1127","588","1211","1046","1294","2129","1176","1143","414"
"ENSG00000026036","0","0","0","1","18","44","8","22","3","17","2"
"ENSG00000026103","4","189","11","94","68","50","120","96","214","76","24"
"ENSG00000026297","10195","4261","3649","1224","1676","1459","1230","721","3039","4115","1968"
"ENSG00000026508","3982","7171","6924","4764","6423","10273","5711","7034","7545","11772","2852"
"ENSG00000026559","1","191","17","129","272","287","120","43","65","280","11"
"ENSG00000026652","118","4","1","126","283","345","309","324","398","316","96"
"ENSG00000026751","21","7","2","64","108","91","236","429","474","40","46"
"ENSG00000026950","58","784","2572","687","1901","1586","452","1564","881","1072","274"
"ENSG00000027001","312","124","389","27","279","207","153","178","199","213","50"
"ENSG00000027075","14","17","29","73","74","26","112","121","211","28","18"
"ENSG00000027644","0","0","0","0","0","0","1","0","0","2","1"
"ENSG00000027697","245","1167","2925","1440","1661","1332","1754","1607","798","1141","503"
"ENSG00000027847","1388","227","0","2","288","299","269","192","107","250","69"
"ENSG00000027869","2","3","1","2","18","9","21","27","3","7","0"
"ENSG00000028116","648","762","1151","871","510","499","457","586","637","507","147"
"ENSG00000028137","350","601","12","642","2080","2483","2023","846","745","347","112"
"ENSG00000028203","5","525","883","456","567","732","547","389","878","965","295"
"ENSG00000028277","388","969","1190","266","2187","1679","1892","1222","2278","3614","1207"
"ENSG00000028310","7","256","4","386","300","559","265","267","159","300","70"
"ENSG00000028528","1071","1159","144","155","2076","1872","1721","1963","1336","2200","492"
"ENSG00000028839","237","487","3763","269","463","224","319","283","217","358","140"
"ENSG00000029153","0","0","27","31","7","0","0","0","9","35","8"
"ENSG00000029363","4490","9378","44272","15837","3871","6194","3070","2610","3924","5435","2606"
"ENSG00000029364","194","814","811","505","673","783","645","595","673","776","285"
"ENSG00000029534","3","0","5","48","177","169","123","192","13","18","11"
"ENSG00000029559","0","0","1","0","0","0","0","0","0","0","0"
"ENSG00000029639","3","494","2","68","298","190","235","148","218","291","32"
"ENSG00000029725","4019","1468","5708","1519","1940","1717","1564","1460","1906","2999","1150"
"ENSG00000029993","2","148","128","3","7","1","5","1","1","11","7"
"ENSG00000030066","4","1048","461","233","1775","2074","1541","2137","1236","1822","619"
"ENSG00000030110","195","119","28","4","297","351","278","318","40","65","10"
"ENSG00000030304","0","1","8","37","0","9","4","0","0","0","0"
"ENSG00000030419","113","73","48","16","367","349","309","92","338","685","564"
"ENSG00000030582","1080","641","88","1","2652","1946","3822","6982","510","390","90"
"ENSG00000031003","2","430","65","205","1608","2371","1119","1209","2140","2636","593"
"ENSG00000031081","0","85","453","24","221","213","72","295","154","105","51"
"ENSG00000031691","0","160","42","5","212","93","74","60","56","71","19"
"ENSG00000031698","1017","870","521","412","2261","2049","1851","1999","368","739","135"
"ENSG00000031823","960","73","1988","77","673","532","654","788","421","438","114"
"ENSG00000032219","2885","9443","23544","13733","1884","1379","1366","1297","1422","2819","1788"
"ENSG00000032389","2","510","1","18","413","315","255","365","109","111","33"
"ENSG00000032444","1","3","444","2","622","1041","561","629","84","225","35"
"ENSG00000032742","97","652","1811","166","248","390","305","180","334","385","123"
"ENSG00000033011","281","425","22","69","301","271","278","347","84","82","14"
"ENSG00000033030","515","258","936","498","467","848","459","461","518","564","327"
"ENSG00000033050","1","1","25","2","189","152","105","121","185","220","43"
"ENSG00000033100","2","103","1","276","699","924","408","597","243","273","51"
"ENSG00000033122","92","130","135","691","56","57","51","64","15","53","27"
"ENSG00000033170","295","534","1050","502","413","753","347","193","973","666","279"
"ENSG00000033178","139","2627","9278","5831","1739","1508","1172","1330","1481","1479","644"
"ENSG00000033327","2","240","840","88","151","216","206","184","134","143","102"
"ENSG00000033627","419","685","335","260","2026","2926","1492","1808","759","1790","414"
"ENSG00000033800","3569","3494","7607","3487","2007","2053","1816","1648","2246","3268","884"
"ENSG00000033867","151","730","1044","342","748","1306","655","478","946","989","411"
"ENSG00000034053","2","1","0","0","2","1","13","14","0","0","4"
"ENSG00000034152","835","992","29","55","2782","2096","1530","2598","271","309","104"
"ENSG00000034239","0","0","0","3","0","0","0","0","0","5","2"
"ENSG00000034510","94925","103045","93955","33139","1205","3024","1383","670","6813","3440","1116"
"ENSG00000034533","557","827","7527","1255","591","914","602","477","322","241","72"
"ENSG00000034677","1546","2301","3348","1465","1735","2665","1336","1597","1798","2174","813"
"ENSG00000034693","1118","255","1","1","363","292","332","256","240","235","85"
"ENSG00000034713","1102","3730","3326","855","980","598","1034","893","1110","1251","449"
"ENSG00000034971","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000035115","165","634","270","52","447","424","196","278","527","700","253"
"ENSG00000035141","302","819","2647","19","775","567","514","413","446","698","155"
"ENSG00000035403","2","68","5","141","1027","2566","819","1296","684","998","317"
"ENSG00000035499","0","0","0","0","0","3","5","0","0","5","2"
"ENSG00000035664","1","65","1","70","42","89","8","5","4","11","3"
"ENSG00000035681","200","711","896","169","1281","1588","716","678","606","1043","189"
"ENSG00000035687","254","57","222","74","629","758","531","382","366","538","319"
"ENSG00000035720","2276","8116","12865","6489","3595","3160","3053","3415","2526","3931","899"
"ENSG00000035862","2","0","724","14","16","36","33","34","65","251","72"
"ENSG00000035928","519","1117","1757","1524","701","758","717","696","829","1332","386"
"ENSG00000036054","118","499","212","491","780","1135","729","897","517","746","250"
"ENSG00000036257","173","1413","2270","1247","712","806","538","352","1339","1971","831"
"ENSG00000036448","2","28","3","13","105","143","431","271","10","2","9"
"ENSG00000036473","0","0","0","0","0","0","0","0","0","4","0"
"ENSG00000036530","0","0","8","12","0","0","3","0","0","1","0"
"ENSG00000036549","401","806","629","904","886","1085","778","714","1177","1185","363"
"ENSG00000036565","0","0","391","62","0","0","0","0","0","0","0"
"ENSG00000036672","33","47","5","5","0","0","4","0","13","0","0"
"ENSG00000036828","0","0","0","9","0","0","0","0","0","5","2"
"ENSG00000037042","0","0","1","0","75","63","115","54","6","23","8"
"ENSG00000037241","36","187","192","87","20","20","7","33","31","33","12"
"ENSG00000037280","0","0","1","0","0","0","0","0","0","0","1"
"ENSG00000037474","440","1074","14","448","1957","1655","1205","790","669","1669","347"
"ENSG00000037637","1491","343","5","192","717","877","704","780","939","818","214"
"ENSG00000037749","126","95","0","320","198","187","177","186","201","520","178"
"ENSG00000037757","2","0","0","5","244","247","232","223","81","152","15"
"ENSG00000037897","1","87","1","0","51","92","58","34","14","72","6"
"ENSG00000037965","0","0","0","2","0","0","0","0","1","0","0"
"ENSG00000038002","249","460","550","105","378","368","360","307","92","215","76"
"ENSG00000038210","3","258","0","137","173","199","70","126","202","336","241"
"ENSG00000038219","1107","2646","3128","4336","1426","1964","973","995","3524","4898","2531"
"ENSG00000038274","1005","3091","1489","452","4937","3921","3525","3822","1732","2785","777"
"ENSG00000038295","0","0","0","15","0","0","0","0","0","1","0"
"ENSG00000038358","0","145","0","1","733","796","675","595","116","278","34"
"ENSG00000038382","1223","738","562","376","1014","848","566","360","3176","5673","1000"
"ENSG00000038427","196","15","0","122","1329","2798","2714","5549","98","62","211"
"ENSG00000038532","3","106","566","24","1532","1506","1082","1345","798","946","232"
"ENSG00000038945","8","0","16","88","2","17","44","159","9","4","2"
"ENSG00000039068","0","0","0","1","7","0","0","33","2","4","4"
"ENSG00000039123","95","568","535","525","536","1191","546","680","1061","1207","466"
"ENSG00000039139","0","0","177","17","0","0","0","0","0","5","2"
"ENSG00000039319","0","140","2","414","346","860","377","301","557","636","278"
"ENSG00000039523","2553","747","1423","808","1280","1087","881","839","533","1793","302"
"ENSG00000039537","0","0","137","90","0","0","0","0","0","1","0"
"ENSG00000039560","0","0","0","50","3","0","2","24","2","36","4"
"ENSG00000039600","1","0","243","26","31","26","21","6","16","31","14"
"ENSG00000039650","914","471","37","451","456","299","334","226","91","264","37"
"ENSG00000039987","0","0","0","33","0","0","0","0","0","0","0"
"ENSG00000040199","230","32","2","118","223","296","274","249","609","904","178"
"ENSG00000040275","295","0","0","3","160","210","147","178","122","191","84"
"ENSG00000040341","208","296","537","576","289","385","252","333","605","475","176"
"ENSG00000040487","0","0","1","10","158","136","148","200","78","69","10"
"ENSG00000040531","1","1","62","3","212","314","252","311","120","152","29"
"ENSG00000040608","0","0","1","9","4","0","0","0","0","0","2"
"ENSG00000040633","239","60","3","9","158","71","112","68","73","91","26"
"ENSG00000040731","0","0","0","35","0","0","0","0","0","3","0"
"ENSG00000040933","2","143","3","293","132","196","145","197","424","247","54"
"ENSG00000041353","0","0","27","1","2","12","19","22","5","22","0"
"ENSG00000041357","1884","2424","4161","613","1048","536","875","1155","733","1363","292"
"ENSG00000041515","1","0","237","100","0","0","0","0","0","1","0"
"ENSG00000041802","402","623","2","391","791","653","528","840","293","611","166"
"ENSG00000041880","1","175","2","1","147","139","194","131","26","87","21"
"ENSG00000041982","0","19","3","174","0","0","0","0","0","5","0"
"ENSG00000041988","283","42","0","0","159","78","144","80","23","21","2"
"ENSG00000042062","1","72","1023","62","321","248","204","201","173","274","83"
"ENSG00000042088","330","451","389","23","440","561","476","323","437","545","144"
"ENSG00000042286","1","0","0","0","35","63","99","70","15","96","28"
"ENSG00000042304","0","0","124","19","0","0","0","0","1","0","0"
"ENSG00000042317","43","0","0","5","46","32","24","37","21","47","7"
